search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Disability care software in australia or newzealand,MAX Solutions.: Employment_ disability and training service ...,https://www.maxsolutions.com.au/,Are you struggling to find or keep work because of a disability  lack of confidence  limited skills or experience? MAX Solutions can help. Contact us to see how we can help support you.,maxsolutions,"['555 660  Post: 4/107 Miles Platting Road, Eight Mile Plains, QLD 4113', 'https://www.maxsolutions.com.au/privacy']","['support@maxsolutions.com.au', 'https://www.maxsolutions.com.au/domestic-violence-what-can-your-workplace-do']","['1300 307 418', 'https://www.maxsolutions.com.au/advice-businesses-and-employers-covid-19']","['new jobs', 'other industry jobs', 'employee job satisfaction', 'local jobs', 'available jobs', 'many jobs', 'potential jobs', 'job opportunities', 'job interviews', 'other job boards']","[['Deborah Homewood', 'Managing_Director'], 'https://au.linkedin.com/in/deborah-homewood-a059b110']","['Education, Healthcare', 'from_classification_model']","[' 8 November 1994', 'https://opencorporates.com/companies/au/067092737']",None,None,"['Australia', 'https://opencorporates.com/companies/au/067092737']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/067092737']",0.25,0.25,0.0,0.0,0.125
Software for NDIS service providers in australia or newzealand,Membership Information - AASW - Australian Association of ...,https://www.aasw.asn.au/membership-information/accredited-mental-health-social-worker-amhsw,You are currently: > Membership Information. Membership · Become a member.,aasw.asn.au,"['PO Box 2008 ROYAL MELBOURNE HOSPITAL VIC 3050', 'https://www.aasw.asn.au/membership-information/accredited-mental-health-social-worker-amhsw']","['community@aasw.asn.au', 'https://www.aasw.asn.au/footernav/online-community-rules']","['+613 9320 1034', 'https://www.aasw.asn.au/publications/amhsw-member-news']","['aasw member news', 'aasw aboriginal', 'aasw student member', 'aasw aasw national', 'aasw national', 'torres strait islander social workers association', 'aasw national president', 'aasw aboriginal board', 'aasw cpd requirements', 'aasw cpd purposes']",None,"['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
hazard management programs australia OR new zealand,Disaster & Emergency Management Conference: Home,https://anzdmc.com.au/,The 2021 Disaster & Emergency Management Conference will take place face-to-face  as well as available via our online hosting platform. Register now.,anzdmc,"['2010 . Following the devastating earthquakes in Canterbury', 'https://anzdmc.com.au/lessons-in-social-media-and-communication/']",None,"['+61 426 564 660', 'https://anzdmc.com.au/contact/']","['disaster management disaster management', 'disaster risk management', 'disaster management', 'emergency management australia', 'community disaster resilience', 'disaster risk', 'disaster management technology', 'emergency management', 'disaster response', 'disaster management policy']","[['Angela McCarthy ', 'Joint Association Conference ..._LinkedIn'], 'from linkedin search google']","['Healthcare, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,A New Path to Your Success Via Human Data Science - IQVIA,https://www.iqvia.com/,IMS Health and Quintiles are now IQVIA.  We are committed to providing solutions that enable healthcare companies to innovate with confidence  maximize opportunities and  ultimately  drive healthcare forward. We do this via breakthroughs in insights  technology  analytics and human intelligence that bring the advances in data science together with the possibilities of human science.,iqvia,"['L 8 201 Pacific Hwy St Leonards, New South Wales, 2065 Australia', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['privacyofficer@iqvia.com', 'https://www.iqvia.com/ro-ro/about-us/privacy/ccpa/do-not-sell']","['+641-744-0010', 'https://www.iqvia.com/contact/toll-free-phone-list']","['iqvia data', 'iqvia information', 'iqvia provider data', 'contact information iqvia', 'other iqvia', 'only iqvia data scientists', 'iqvia policies', 'iqvia products', 'iqvia portugal', 'global iqvia']","[['Andrew Brockway ', 'IQVIA_LinkedIn'], 'None']","['Research and Development Services', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['22 April 2003', 'https://opencorporates.com/companies/au/104475363']","['102M', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/104475363']","['413', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']",0.0,0.25,0.0,0.0,0.0625
Care management software in australia or newzealand,Solution Minds Consulting | Independent ERP & CRM ...,https://www.solutionmindsconsulting.com.au/,100% Independent Consultants servicing Australia and NZ. Rapidly and impartially Evaluating  Comparing  and Selecting Software and Implementation Partners.,solutionmindsconsulting,"['2 , 1]) } ); Perth Office 2/218 St Georges Terrace, Perth, WA 6000 Australia', 'https://www.solutionmindsconsulting.com.au/contact-us/']","['info@solutionmindsconsulting.com.au', 'https://www.solutionmindsconsulting.com.au/privacy-policy/']","['1800 762 269', ['Solution Minds Consulting, phone', 'knowledge_panel']]","['business solutions', 'microsoft business solutions', 'business better solutions', 'tailored business solutions', 'integrated business solutions', 'business systems', 'cloud erp solutions', 'business process services', 'tailored myob business management solutions', 'providing enterprise software solutions']","[['Jamon Johnston', 'CEO'], 'https://www.solutionmindsconsulting.com.au/about-us/']","['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.75,0.0,0.4375
NDIS software in australia or newzealand,Spectronics - Inclusive Learning Technologies,https://www.spectronics.com.au/,Local T: (07) 3808 6833. F: (07) 3808 6108. E: mail@spectronics.com.au  International T: +61 7 3808 6833. F: +61 7 3808 6108. W: www.spectronics.com.au ...,spectronics,"['158 Ferny Avenue   Surfers Paradise Queensland 4217 AUSTRALIA', 'https://www.spectronics.com.au/conference/2010']","['support@cogniom.com', 'https://www.crunchbase.com/organization/cogniom']","['+61 7 3808 6833', 'https://www.spectronics.com.au/']","['mobile learning inclusive learning technologies conference', 'inclusive learning technologies conference', 'spectronics activity exchange inclusive learning technologies conference', 'archive inclusive learning technologies conference', 'rss feed inclusive learning technologies conference', 'support technologies', 'assistive technologies mobile learning', 'struggling students', 'support technologies single days', 'literacy support tools']","[['Jane Farrall', 'CEO'], 'http://www.spectronics.com.au/article/jane-farrall-4']","[['EducationInformation TechnologySaaSSoftware'], 'https://www.crunchbase.com/organization/cogniom']","['Mar 29, 2018', 'https://www.crunchbase.com/organization/cogniom']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/cogniom']",None,"['Private', 'https://www.crunchbase.com/organization/cogniom']",0.25,0.25,0.0,0.0,0.125
Community care software in australia or newzealand,Twinkl,https://www.twinkl.com.au/,Instant access to inspirational lesson plans  schemes of work  assessment  interactive activities  resource packs  PowerPoints  teaching ideas at Twinkl!,twinkl,"['1 UoW Innovation Campus Squires Way North Wollongong NSW 2500 Australia', 'https://www.twinkl.com.au/contact-us']","['twinklcares@twinkl.com.au', 'https://www.twinkl.com.au/contact-us']","['+612 8002 1801', 'https://www.twinkl.com.au/contact-us']",None,"[['Imogen Wood ', 'New Zealand Country Manager_Twinkl ...'], 'from linkedin search google']","['Arts, entertainment and recreation, Education', 'from_classification_model']","['29 June 2006', 'https://opencorporates.com/companies/au/120450857']",None,None,"['Australia', 'https://opencorporates.com/companies/au/120450857']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/120450857']",0.25,0.25,0.0,0.0,0.125
NDIS software in australia or newzealand,MyCareSpace | Connecting Service Providers with people ...,https://mycarespace.com.au/,MyCareSpace helps people living with a disability  their carers & families find services  resources and information  exercising their choice and control.,mycarespace,"['2750 , NSW (Head Office) 688 High Street Emu Plains NSW', 'https://mycarespace.com.au/business-listing/leep-ngo-incorporated']","['robyn@lifecoop.com.au', 'https://mycarespace.com.au/taxonomy/term/135/feed']","['1800 670 014', ['MyCareSpace, phone', 'knowledge_panel']]","['ndis services', 'ndis registered service providers', 'wetsuits ndis service providers', 'ndis information', 'registered ndis providers', 'new ndis service agreements', 'non ndis providers', 'ndis information resources', 'ndis insurance solutions', 'disability service providers']","[['Nicole Gamerov', 'CEO'], 'https://mycarespace.com.au/about1']","['Finance and insurance, Healthcare', 'from_classification_model']","['27 June 2005', 'https://opencorporates.com/companies/au/114980880']",None,None,"['Australia', 'https://opencorporates.com/companies/au/114980880']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/114980880']",0.25,0.75,0.75,0.0,0.4375
Home care software in australia or newzealand,Welcome - Public Health Association of Australia Inc,https://www.phaa.net.au/,PHAA is registered as a Deductible Gift Recipient (DGR) and donations are welcome and appreciated as every little bit helps advocate for better public health in ...,phaa.net.au,None,"['enquire@avso.com.au', 'https://www.crunchbase.com/organization/australian-valuation-solutions']",None,None,None,"[['Financial Services'], 'https://www.crunchbase.com/organization/australian-valuation-solutions']","['2014', 'https://www.crunchbase.com/organization/australian-valuation-solutions']",None,None,"[' Canberra, Australian Capital Territory, Australia', 'https://www.crunchbase.com/organization/australian-valuation-solutions']",None,"['Private', 'https://www.crunchbase.com/organization/australian-valuation-solutions']",0.0,0.0,0.0,0.0,0.0
Home care software in australia or newzealand,Our Company - Contact Us | Hillrom Australia & New Zealand,http://www.hill-rom.com.au/au/Our-Company/Contact-Us/Contact/,79/79-99 St. Hilliers Road  Auburn  NSW Australia 2144,hill-rom,"['Suite  4 .01, 2-4 Lyonpark Road Macquarie Park NSW 2113 Australia', 'https://www.hill-rom.com.au/au/Our-Company/Contact-Us/Contact/']","['fficer@hill-rom.com', 'https://www.hill-rom.com.au/au/Privacy-Policy/']","['1800 650 083', 'https://www.hill-rom.com.au/au/Our-Company/Contact-Us/Contact/']","['other hillrom products', 'hillrom products', 'helping patients', 'bariatric patient care', 'other patients', 'hillrom facilities', 'hillrom', 'hillrom therapeutic support systems', 'patient needs', 'hillrom websites']","[['Bruce Peatey', 'CEO'], 'https://au.linkedin.com/in/brucepeatey']","['Manufacturing, Healthcare', 'from_classification_model']","['18 July 2002', 'https://opencorporates.com/companies/au/101410940']","['$20M', 'None']","['$0', 'None']","['Australia', 'https://opencorporates.com/companies/au/101410940']","['45', 'None']","['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.hill-rom_pty_ltd.a3e51ac4d76c410c35ce3c2ceccc9a32.html']",0.625,0.375,0.75,0.0,0.4375
NDIS software in australia or newzealand,TechnologyOne - Global SaaS ERP Solution,https://www.technologyonecorp.co.nz/,The TechnologyOne global SaaS ERP solution delivers the TechnologyOne enterprise suite as a service through the cloud to our customers.,technologyonecorp,"['Level 6, 420 St Kilda Road Melboune VIC 3004', 'https://www.technologyonecorp.co.nz/company/contact-us']","['registrars@linkmarketservices.com.au', 'https://www.technologyonecorp.co.nz/company/investors']","['+61 (8) 8373 8501', 'https://www.technologyonecorp.co.nz/company/contact-us']","['technologyone university technologyone', 'technologyone solutions', 'technologyone enterprise content management system', 'technologyone financials solution', 'technologyone asset management', 'technologyone oneasset solution', 'technologyone software', 'technologyone enterprise asset management', 'technologyone student management', 'technologyone enterprise content management']","['Adrian Di Marco', 'founder(s)', 'https://www.crunchbase.com/organization/technology-one']","[['CRMEnterprise SoftwareInformation TechnologyInfrastructureSoftware'], 'https://www.crunchbase.com/organization/technology-one']","['1987', 'https://www.crunchbase.com/organization/technology-one']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/technology-one']",None,"['Public', 'https://www.crunchbase.com/organization/technology-one']",0.25,0.25,0.0,0.0,0.125
Home care software in australia or newzealand,Products - Tunstall Healthcare,https://www.tunstallhealthcare.com.au/products,"Tunstall's range of Connected Healthcare products provides our clients with 
flexible solutions to suit a variety of needs._Tunstall's range of Connected Healthcare products provides our clients with flexible solutions to suit a variety of needs.",tunstallhealthcare,"['PO Box 5078 Alphington VIC 3078', 'https://www.tunstallhealthcare.com.au/partners']","['5e609aeef755fe73e4b61695@squarespace.com', 'https://www.tunstallhealthcare.com.au/events/whss2020?format=ical']","['1800 603 377', ['Tunstall Healthcare, phone', 'knowledge_panel']]","['tunstall services', 'tunstall alarms', 'tunstall remote safety services', 'tunstall clients', 'tunstall medical alarms', 'tunstall healthcare', 'tunstall', 'tunstall products', 'tunstall medical alarm pendants', 'tunstall life']","[['Bruce Arnold MINCHAM', ' director'], 'https://opencorporates.com/companies/nz/982143']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['20 October 1999', 'https://opencorporates.com/companies/nz/982143']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/982143']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/982143']",0.25,0.75,0.0,0.0,0.25
Software for NDIS service providers in australia or newzealand,World Leaders in Smart Grid and Smart Metering Technology ...,https://www.landisgyr.com/,From advanced smart metering technology to renewables  we have the solutions  services and technology to bring your grid into the modern digital age.,landisgyr,"[""241 O'Riordan Street Mascot NSW 2020"", 'https://www.landisgyr.com/contact/']",None,"['+61 7 3340 2444', 'https://www.landisgyr.com/contact/']",None,"[['Adrian Clark', 'CEO'], 'https://www.afr.com/companies/energy/pep-landisgyr-pay-267m-for-origin-energys-smart-meters-20180524-h10h6d']","['Mining, oil and gas, Finance and insurance', 'from_classification_model']","[' 7 August 2003', 'https://opencorporates.com/companies/nz/1367057']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1367057']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/1367057']",0.25,0.25,0.375,0.0,0.21875
NDIS claim payment software in australia or newzealand,LanternPay: Home,https://www.lanternpay.com/,"_LanternPay powers new kinds of interactions between participants  providers  partners and programs across the health  care  disability and insurance sectors.
By simplifying the complexity of claim payments  we offer greater choice and control for all Australians who receive support funding.",lanternpay,"['Suite  14 , Level 1 38-42 Pearl St Kingscliff NSW 2487', 'https://www.lanternpay.com/contact']","['no-reply@inloop.com.au', 'https://www.lanternpay.com/']","['1300 361 769', 'https://www.lanternpay.com/lanternpay-survey-gift-card-competition']","['lanternpay provider agreement', 'lanternpay user agreement ndis', 'lanternpay provider', 'lanternpay ndis participant service agreement', 'lanternpay user agreement lantern pre-existing ipr', 'lanternpay direct debit agreement', 'lanternpay', 'access lanternpay', 'lanternpay support', 'lanternpay direct debit service agreement']","[['Stephen Austen ', 'GM Product_Lantern Pay'], 'from linkedin search google']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
NDIS claim payment software in australia or newzealand,Home - WRTS Sydney West,https://www.werockthespectrumsydneywest.com.au/,Autism-focused  indoor playground and kids gym that provides children fun activities and a sensory-safe environment in Sydney West. Learn more!,werockthespectrumsydneywest,"['Unit  2 /1345 The Horsley Dr, Wetherill Park NSW 2164 Australia', 'https://www.werockthespectrumsydneywest.com.au/']","['info@werockthespectrumsydneywest.com.au', 'https://www.werockthespectrumsydneywest.com.au/']","['+614 343 2442', 'https://www.werockthespectrumsydneywest.com.au/international-locations/']","['other children', 'special needs children', 'autistic children', 'generally children', 'school age children', 'play gym', 'first indoor play gym', 'large gym equipment', 'sensory play', 'gym']",None,"['Healthcare, Education', 'from_classification_model']","['2011', 'None']","['$3.2M', 'None']",None,None,"['90', 'None']",None,0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,Smartsoft | Front Desk_ Practice Management Software ...,https://www.smartsoft.com.au/,Australia's leading allied health practice management software provider for over 20 years  offering both professional desktop and cloud solutions.,smartsoft,"['107 Flinders Street Adelaide SA 5000 AUSTRALIA', 'https://www.smartsoft.com.au/contact']","['theen.moy@powerhealthsolutions.com', 'https://www.crunchbase.com/organization/powerhealth-solutions']","['+61 8 8361 2666', 'https://www.smartsoft.com.au/support/']","['front desk appointment book', 'front desk sms', 'front desk patient files', 'front desk', 'front desk users', 'front desk patient', 'front desk systems', 'front desk insights', 'front desk messenger', 'booking gateway front desk']","[['TONY TADDEO', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.smartsoft_pty_ltd.e10416a37e8e112ab06f5327ef4d8ab3.html']","[['Health CareSoftware'], 'https://www.crunchbase.com/organization/powerhealth-solutions']","['1995', 'https://www.crunchbase.com/organization/powerhealth-solutions']","['$9.94 million USD', 'https://www.dnb.com/business-directory/company-profiles.smartsoft_pty_ltd.e10416a37e8e112ab06f5327ef4d8ab3.html']",None,"[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/powerhealth-solutions']","['58', 'None']","['Private', 'https://www.crunchbase.com/organization/powerhealth-solutions']",0.625,0.25,0.0,0.0,0.21875
Home care software in australia or newzealand,Healthcare Systems Home|GE Healthcare | GE Healthcare,https://www.gehealthcare.com.au/,GE Healthcare Systems is a provider of technologies  digital infrastructure  data analytics and decision support tools used in the diagnosis  treatment and monitoring of patients.,gehealthcare,"['2999 Canberra ACT 2601 Australia', 'https://www.gehealthcare.com.au/about/privacy-policy']",None,"['0800 659 465', 'https://www.gehealthcare.com.au/about/contact-us']","['covid-19 patients ge healthcare', 'ge healthcare', 'ge healthcare devices', 'ge healthcare products', 'ge healthcare customers', 'ge healthcare anesthesia devices', 'ge healthcare x-ray', 'ge healthcare service', 'ge healthcare guidance', 'ge healthcare president']","[['Kieran Murphy', 'President and Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.ge_healthcare_inc.0a8941887d49732a.html']","['IT - Software, Agriculture', 'from_classification_model']","['24 February 1999', 'https://opencorporates.com/companies/au/086434255']","['$1.13 billion USD', 'https://www.dnb.com/business-directory/company-profiles.ge_healthcare_inc.0a8941887d49732a.html']",None,"['Australia', 'https://opencorporates.com/companies/au/086434255']",None,"['Corporation Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.ge_healthcare_inc.0a8941887d49732a.html']",0.25,0.25,0.0,0.0,0.125
Home care software in australia or newzealand,Intrahealth: Home,https://www.intrahealth.com/,Intrahealth's management solutions feature industry-leading security that you can count on to keep data and information safe. Our solutions are regularly tested ...,intrahealth,"['504 15 Kensington St Kogarah, NEW SOUTH WALES, 2217 Australia', 'https://www.dnb.com/business-directory/company-profiles.intrahealth_australia_ltd.8e822b443019960b508cbe4f89fffeb6.html']","['help@intrahealth.com', 'https://www.intrahealth.com/contact']","['+61 (2) 91604140', 'https://www.intrahealth.com/contact']","['intrahealth global operations intrahealth', 'intrahealth profile', 'intrahealth profile emr', 'intrahealth profile users', 'health care providers', 'intrahealth profile emr users', 'health care', 'intrahealth services', 'intrahealth customers', 'health care team communications']","[['Katja Beitat', 'CEO'], 'https://www.intrahealth.com/about-us/events/australia-and-new-zealand-customer-conference']","['IT - Software, Healthcare', 'from_classification_model']","[' 3 December 2001', 'https://opencorporates.com/companies/nz/1176766']","['$835,557 USD', 'https://www.dnb.com/business-directory/company-profiles.intrahealth_australia_ltd.8e822b443019960b508cbe4f89fffeb6.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/1176766']",None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.intrahealth_australia_ltd.8e822b443019960b508cbe4f89fffeb6.html']",0.375,0.25,0.0,0.0,0.15625
NDIS claim payment software in australia or newzealand,Capital Guardians - NDIS Plan Management & Aged Care ...,https://www.capitalguardians.com/,"Our plan management software helps thousands of individuals  families and businesses each day manage their care payments in NDIS  Home Care and Residential._Our plan management software helps thousands of individuals  families and businesses each day manage their care payments in NDIS  Home Care and Residential._Looking After Australia's Care Payments		
			
						Knowledge Bank
					
			
						FAQ
					
											
															
			NDISPlan Management		
			
						Find out more
					
			
						FAQ
					
											
															
			ResidentialPayment Management		
			
						Find out more
					
			
						FAQ
					
											
															
			Home CarePayment Management		
			
						Find",capitalguardians,"['10/585 LITTLE COLLINS STREET MELBOURNE, VICTORIA, 3000 Australia', 'https://www.dnb.com/business-directory/company-profiles.ross_ian_mcdonald.0969deac5c3e47f0a761711589ced93f.html']","['info@muddypuddles.org.au', 'https://www.capitalguardians.com/profile/ndis-plan-manager-batemans-bay/']","['+61 (0)3 9500 5711', 'https://www.capitalguardians.com/privacy/']","['ndis plan management ndis', 'ndis care recipients', 'plan managed ndis plans', 'ndis plan management', 'registered ndis providers', 'ndis plan', 'ndis plans', 'ndis plan manager', 'ndis support', 'aged care service providers']","[['Ross McDonald Ross McDonald B.Comm', 'founder'], 'https://www.capitalguardians.com/author/rossmcdonald/page/3/']","['Healthcare, Real estate', 'from_classification_model']",None,"['$298,251 USD', 'https://www.dnb.com/business-directory/company-profiles.ross_ian_mcdonald.0969deac5c3e47f0a761711589ced93f.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.ross_ian_mcdonald.0969deac5c3e47f0a761711589ced93f.html']",0.75,0.25,0.75,0.0,0.4375
risk management programs australia OR new zealand,ANZIIF: Australian and New Zealand Institute of Insurance and ...,https://anziif.com/,ANZIIF (The Australian and New Zealand Institute of Insurance and Finance) is the leading provider of education  training and professional development services to the insurance and financial services industry in Australia  New Zealand and the Asia Pacific region. The Institute is the largest insurance membership body in the Asia Pacific Region and specialises in insurance professional  professional standards  insurance education  professional development  and education to insurance brokers  risk managers  claims professionals  loss adjustors  life insurance and general insurance sector. ,anziif,"['Level  7 , 628 Bourke Street, Melbourne, VIC 3000 Australia', 'https://anziif.com/about/the-journal']",None,"['+613 9613 7200', 'https://anziif.com/education/buint2020']","['john lyon anziif insurance', 'new zealand insurance industry', 'john lyon anziif insurance industry qualifications', 'new zealand insurance professionals', 'anziif qualifications', 'anziif membership', 'anziif products', 'new zealand insurance industry awards', 'vero insurance new zealand', 'anziif diploma']","[['Fiona Hayes-St Clair', 'Director'], 'https://app.avention.com/company/22335e78-99e5-33e8-b9fe-7595d3e33726#report/company_summary']","['Insurance Agents', 'https://app.avention.com/company/22335e78-99e5-33e8-b9fe-7595d3e33726#report/company_summary']",None,"['6.7M', 'https://app.avention.com/company/22335e78-99e5-33e8-b9fe-7595d3e33726#report/company_summary']",None,None,"['58', 'https://app.avention.com/company/22335e78-99e5-33e8-b9fe-7595d3e33726#report/company_summary']","['Private Parent, Headquarters', 'https://app.avention.com/company/22335e78-99e5-33e8-b9fe-7595d3e33726#report/company_summary']",1.0,0.25,0.0,0.0,0.3125
OHS software australia or newzealand,iinsight,https://www.iinsight.biz/,iinsight® is a cloud-based allied health practice management and reporting platform. Visit us and make your case management easy with iinsight® practice management software. Get a free trial now!_IINSIGHT.biz : SaaS (Cloud Based) international case management software  injury management software  OHS management and NDIS software for Workplace  Rehabilitation Providers.,iinsight.biz,"['6 – 6 Help StreetChatswood, NSW 2067', 'https://www.iinsight.biz/privacy-policy/']",None,"['+61 (0)2 9372 5199', 'https://www.iinsight.biz/pricing/']","['case management software system', 'practice management software', 'case management software', 'other case management software', 'medical practice management software', 'cloud case management software systems', 'reliable allied health practice management software', 'specialised practice management software', 'physiotherapy practice management software', 'iinsight case management software']","[['Frank Liebeskind ', 'Director_ Independent ..._LinkedIn'], 'from linkedin search google']","['Real estate, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Care management software in australia or newzealand,Workforce Management & HCM Software | Kronos Australia,https://www.kronos.com.au/,Kronos offers the most powerful Workforce Management and HCM Solutions to help you manage and engage your entire workforce from pre-hire to retire.,kronos,"['Level  33 , 23-29 Albert Street, Auckland Central Auckland 1010 New Zealand', 'https://www.kronos.com.au/contact/en-au/form?link=banner']",None,"['+61 8 8332 7499', 'https://www.kronos.com.au/contact/en-au/form?link=banner']","['kronos workforce', 'kronos workforce ready', 'kronos workforce management', 'kronos employees', 'workforce mobile kronos', 'kronos workforce central', 'kronos workforce ready hr', 'kronos workforce analytics', 'kronos workforce activities', 'workforce analytics workforce']","[['Charles DeWitt', 'Managing_Director'], 'https://www.crn.com.au/news/kronos-names-charles-dewitt-as-new-australia-new-zealand-and-south-east-asia-managing-director-518274']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
NDIS software in australia or newzealand,Civica US homepage | Civica,https://www.civica.com/,Civica are a global IT-based services partner in digital solutions  software applications  and managed services.,civica,"[""L 10 163-175 O'Riordan St Mascot, New South Wales, 2020 Australia"", 'https://app.avention.com/company/4895ae9b-451d-3cb5-94ad-bef693554a44#report/company_summary']","['compliance@civica.co.uk', 'https://www.civica.com/en-au/civica-election-services-privacy-policy/']","['+61 2 8324 3000', 'https://www.civica.com/en-au/']","['civica northstar civica', 'civica election services civica', 'digital services customer service business process services', 'government digital services', 'public cloud services', 'public service organisations', 'improved customer services', 'deliver civica', 'field service management civica group limited', 'civica customers']","[['Ben Cowling', 'Managing_Director'], 'https://www.civica.com/en-au/container---news-library/civica-broadens-management-team-and-invests-for-growth-in-apac/']","['Computer Programming', 'https://app.avention.com/company/4895ae9b-451d-3cb5-94ad-bef693554a44#report/company_summary']",None,"['120M', 'https://app.avention.com/company/4895ae9b-451d-3cb5-94ad-bef693554a44#report/company_summary']",None,None,"['890', 'https://app.avention.com/company/4895ae9b-451d-3cb5-94ad-bef693554a44#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/4895ae9b-451d-3cb5-94ad-bef693554a44#report/company_summary']",0.0,0.25,0.0,0.0,0.0625
Care management software in australia or newzealand,Attaché Software,https://www.theaccessgroup.com.au/,Curious about a better way to do business software? Transform your business management with integrated HR  payroll and accounting software from Access._What if business software worked the way we wanted it to? Access Workspace integrates your business management software in one place  across Payroll  HR  Learning and Finance operations.,theaccessgroup,"['Level 5, 118 Talavera Road Macquarie Park, NSW 2113', 'https://www.theaccessgroup.com.au/privacy-policy/']","['anz.info@theaccessgroup.com', 'https://www.theaccessgroup.com.au/coronavirus-update/']","['1300 288 224', ['The Access Group, phone', 'knowledge_panel']]","['access attaché payroll software', 'access business software solutions', 'business management software solutions', 'access attaché', 'access attaché payroll', 'business software solutions', 'attaché fixed asset management software', 'business software', 'attaché track key warranty information software', 'attaché products']","[['John Jones', 'CEO'], 'https://www.accessgroup.net.au/profile/management-team/']","['Finance and insurance, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Care management software in australia or newzealand,Honeywell: Home,https://www.honeywell.com/,The future is what we make it. At Honeywell  we're transforming the way the world works  solving your business's toughest challenges.,honeywell,"['L 3 2 Richardson Pl North Ryde, New South Wales, 2113 Australia ', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']","['rivacy@honeywell.com', 'https://www.honeywell.com/en-us/privacy-statement']","['+61-293537000', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']","['de configuración de privacidad de facebook', 'lien de l’option de retraite de session cam honeywell', 'de confidentialité de facebook', 'de privacidad de facebook', 'de que las transferencias de', 'funcţie de experienţa de', 'intentos de inicio de', 'ligação de definições de', 'de la recherche de produits', 'lien de l’option de retraite de session cam']","[['Sandeep Chadha', 'Auditor'], 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']","['Electromedical and Control Instruments Manufacturing', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']","[' 9 January 1962', 'https://opencorporates.com/companies/au/000383764']","['487M', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/000383764']","['1.5k', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/ffc3ea75-23a4-34e3-8fd7-0ff36884ea11#report/company_summary']",0.0,0.0,0.0,0.0,0.0
