title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
FRDC,https://www.frdc.com.au/,Investing in research  development and extension to ensure the sustainability and profitability of Australian fishing and aquaculture,frdc,"['02 6285 0421    Locked Bag 222 DEAKIN WEST ACT 2600', 'https://www.frdc.com.au:443/frdc-stakeholders/national-priorities-and-subprograms/national-priority-three/new-and-emerging-aquaculture']","['owie@frdc.com.au', 'https://www.frdc.com.au:443/media-publications/fish/FISH-Vol-27-4']","['+61 2 62850400', 'http://www.frdc.com.au/about/legal/freedom-of-information/information-publication-scheme']","['other australian aquaculture industries', 'fishing industries', 'recreational fishing sectors', 'other fishing sectors', 'australian fishing', 'profitable fishing industries', 'australian wild fishing', 'recreational fishing research', 'new potential aquaculture feed species', 'other aquaculture sectors']","[['Jen Marshall ', 'Research Project Manager_FRDC ...'], 'from linkedin search google']","[['Government'], 'https://www.crunchbase.com/organization/fisheries-research-development-corporation']","['1991', 'https://www.crunchbase.com/organization/fisheries-research-development-corporation']",None,None,"[' Canberra, Australian Capital Territory, Australia', 'https://www.crunchbase.com/organization/fisheries-research-development-corporation']",None,None,0.25,0.25,0.0,0.0,0.125
OPSM - Eyewear_ Contacts and Eye-Care for Women_ Men ...,https://www.opsm.com.au/,,opsm,"['000 025 758) 75 Talavera Road Macquarie Park, NSW 2113', 'https://www.opsm.com.au/terms-of-use']","['logo-apple-pay@2x.png', 'https://www.opsm.com.au/']","['0800 677 634', 'https://www.opsm.com.au/terms-of-use']","['bv2203 bvlgari bvlgari', 'bvlgari bv4169 bvlgari', 'bvlgari bv4173b bvlgari', 'dolce', 'personal information', 'rb2180 dolce', 'current personal information', 'accurate personal information', 'perfect vision dolce', 'opsm stores']","[['RENEE SWANSON', 'Branch Manager'], 'https://www.dnb.com/business-directory/company-profiles.opsm_pty_limited.5e5cd4e415dd798146abefd508d9dbea.html']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['28 May 1957', 'https://opencorporates.com/companies/au/009480111']","['$219,209 USD', 'https://www.dnb.com/business-directory/company-profiles.opsm_pty_limited.5e5cd4e415dd798146abefd508d9dbea.html']",None,"['Australia', 'https://opencorporates.com/companies/au/009480111']",None,"['Branch', 'https://www.dnb.com/business-directory/company-profiles.opsm_pty_limited.5e5cd4e415dd798146abefd508d9dbea.html']",0.25,0.25,0.0,0.0,0.125
Webscorer | Race registration_ race timing_ race results,https://www.webscorer.com/,Race timer and race timing app for the iPad  iPad mini  iPhone  iPod  Android tablets  and Android phones. Integrated system for organizing races from race registration to timing to results.,webscorer,"['576 , Redmond, WA 9805', 'https://www.webscorer.com/termsofservice']","['info@dbresults.com.au', 'https://www.crunchbase.com/organization/db-results']","['+61-3-8630-0000', 'https://www.crunchbase.com/organization/db-results']","['webscorer race results', 'webscorer race timing', 'race race name', 'webscorer race registration', 'webscorer race timing ecosystem', 'race start', 'race day discounting methods share races', 'webscorer chip timing', 'various sports race results', 'webscorer pro chip timing']",None,"[['ConsultingInformation TechnologySoftware'], 'https://www.crunchbase.com/organization/db-results']","['2004', 'https://www.crunchbase.com/organization/db-results']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/db-results']",None,"['Private', 'https://www.crunchbase.com/organization/db-results']",0.25,0.0,0.0,0.0,0.0625
Shoot Farken,https://www.shootfarken.com.au/,,shootfarken,None,"['hello@shootsta.com', 'https://www.crunchbase.com/organization/shootsta']","['+61 2 8317 5411', 'https://www.crunchbase.com/organization/shootsta']","['first team football', 'best national football teams', 'national football team', 'first team professional football', 'regular first team football', 'aboriginal football teams', 'australian rules football teams', 'early aboriginal football teams', 'australian football fans', 'football fans']","['Mike Pritchett', 'founder(s)', 'https://www.crunchbase.com/organization/shootsta']","[['AdvertisingB2BVideo'], 'https://www.crunchbase.com/organization/shootsta']","['2015', 'https://www.crunchbase.com/organization/shootsta']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/shootsta']",None,"['Private', 'https://www.crunchbase.com/organization/shootsta']",0.0,0.0,0.0,0.0,0.0
Diy Pool Paint,https://www.diypoolpaint.com.au/,1300 88 79 20,diypoolpaint,None,None,None,None,None,"['Manufacturing, Construction', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Home - Virtual Pay -Simple. Seamless. Secure,https://www.virtual-pay.io/,Simple. Seamless. Secure. Welcome to your home of robust  end-to-end payment solutions. Virtual Pay represents a new breed of payment companies.,virtual-pay.io,None,"['info@divipay.com', 'https://www.crunchbase.com/organization/divipay']",None,"['payment systems', 'payment companies', 'other payments', 'digital payment systems', 'payment data', 'payment information', 'payment service', 'online payments', 'payment trends', 'secure payments']","['Daniel Kniaz', 'founder(s)', 'https://www.crunchbase.com/organization/divipay']","[['FinTechMobile PaymentsPayments'], 'https://www.crunchbase.com/organization/divipay']","['2016', 'https://www.crunchbase.com/organization/divipay']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/divipay']",None,"['Private', 'https://www.crunchbase.com/organization/divipay']",0.0,0.0,0.0,0.0,0.0
Golf Industry Central,https://www.golfindustrycentral.com.au/,,golfindustrycentral,None,"['nfo@golfindustrycentral.com.au', 'https://www.golfindustrycentral.com.au/privacy-policy/']","['0415 682 259', ['Golf Industry Central, phone', 'knowledge_panel']]","['golf golf australia', 'golf australia victoria golf', 'golf course', 'golf club', 'australian golf clubs', 'other golf clubs', 'greatest golf clubs', 'golf australia', 'golf club management', 'finest golf clubs']","[['Golf Industry Central ', 'The Golf Marketing ..._LinkedIn'], 'from linkedin search google']","[['Casual GamesGamingGolf'], 'https://www.crunchbase.com/organization/golf-australia']","['Jan 1, 2006', 'https://www.crunchbase.com/organization/golf-australia']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/golf-australia']",None,"['Private', 'https://www.crunchbase.com/organization/golf-australia']",0.0,0.375,0.0,0.0,0.09375
The Australian special reports,https://specialreports.theaustralian.com.au/,As Australia’s leading national news brand  The Australian boasts unparalleled national and global news and business journalism.,specialreports.theaustralian,"['NORTHCOTT DR CANBERRA, AUSTRALIAN CAPITAL TERRITORY, 2610 Australia', 'https://www.dnb.com/business-directory/company-profiles.department_of_defence.061edc0a90738e99bf6731fe5f397875.html']","['letters@theaustralian.com.au', 'https://www.crunchbase.com/organization/the-australian']","['+6102) 9288 3000', ['The Australian - Newspaper, phone', 'knowledge_panel']]","['custom code', 'bend matter', 'readymag', 'the code injection feature', 'the code injection', 'readymag\nsupport', 'the scope', '\\', '\\____|\\mm', '\\_\\']","[['DENNIS RICHARDSON', 'Chief Executive Officer'], 'https://www.dnb.com/business-directory/company-profiles.department_of_defence.061edc0a90738e99bf6731fe5f397875.html']","[['NewsPublishing'], 'https://www.crunchbase.com/organization/the-australian']","['Jul 15, 1964', 'https://www.crunchbase.com/organization/the-australian']","['$22.09 billion USD', 'https://www.dnb.com/business-directory/company-profiles.department_of_defence.061edc0a90738e99bf6731fe5f397875.html']",None,"[' Surry Hills, New South Wales, Australia', 'https://www.crunchbase.com/organization/the-australian']",None,"['Private', 'https://www.crunchbase.com/organization/the-australian']",0.0,0.0,0.0,0.0,0.0
Centaman Leisure,https://centamanleisure.com/,Looking for affordable leisure facility management software for your leisure or recreation facility  aquatic center or community class? We can help.,centamanleisure,None,"['accounts@skeduler.com.au', 'https://www.crunchbase.com/organization/skeduler']","['1300 858 840', 'https://centamanleisure.com/']","['centaman centaman', 'leisure centre software', 'leisure centre software solutions', 'new members', 'leisure centre software reporting', 'good leisure management software', 'leisure management software', 'centaman leisure management software', 'leisure industry software', 'leisure facility']",None,"[['Building MaintenanceField SupportHome ServicesSaaSSoftware'], 'https://www.crunchbase.com/organization/skeduler']","['2010', 'https://www.crunchbase.com/organization/skeduler']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/skeduler']",None,"['Private', 'https://www.crunchbase.com/organization/skeduler']",0.0,0.25,0.0,0.0,0.0625
Print21: Print industry news & information for Australia & New ...,https://www.print21.com.au/,,print21,"['17 -21 Bellevue Street, Surry Hills, Sydney, NSW 2010', 'https://www.print21.com.au/footer/contact-us']","['info@gotoddler.com.au', 'https://www.crunchbase.com/organization/gotoddler-com-au']","['+612 9281 2333', 'https://www.print21.com.au/footer/privacy-policy']","['print businesses', 'new print systems', 'print business directors', 'print industry paper', 'print business owners', 'several print businesses', 'new business', 'print production', 'print costs', 'large format prints']","[['Patrick Howard ', 'Editor at large_Yaffa Media'], 'None']","[['BabyE-CommerceRetail'], 'https://www.crunchbase.com/organization/gotoddler-com-au']","['2008', 'https://www.crunchbase.com/organization/gotoddler-com-au']","['$305,093 USD', 'https://www.dnb.com/business-directory/company-profiles.blueline_media_pty_ltd.f50b897087ca618497b9acd02c8e05fb.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/gotoddler-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/gotoddler-com-au']",0.25,0.25,0.25,0.0,0.1875
Luxury Hotels & Resorts | DISCOVERY Loyalty - GHA Loyalty ...,https://www.discoveryloyalty.com/,Discover our one-of-a-kind loyalty programme. It’s more than a membership  it’s your window to your world,discoveryloyalty,"['23 Palmer Street Townsville, 4810 Australia', 'https://www.discoveryloyalty.com/Rydges-Hotels-Resorts/Rydges-Southbank-Townsville-Hotel']",None,"['+61 7 3058 9333', 'https://www.discoveryloyalty.com/Rydges-Hotels-Resorts/The-Park-Hotel-Brisbane']","['global hotel alliance global hotel alliance', 'global hotel alliance hotels', 'sun resorts joins global hotel alliance global hotel alliance', 'divani collection hotels joins global hotel alliance global hotel alliance', 'global hotel alliance form strategic alliance', 'the global hotel alliance', 'vietnam global hotel alliance', 'global hotel alliance norway', 'g global hotel alliance', 'resorts join global hotel alliance']",None,"['IT - Software, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Pacific Jules swim coaching - Home,https://www.pacificjules.com.au/,Welcome to Pacific Jules  your open water guru... Pacific Jules - your one stop shop to achieving your goals in open water  whatever they may be! Swimming with Pacific Jules will improve your...,pacificjules,"['4/98-100 Bower St, Manly NSW 2095', ['Pacific Jules, address', 'knowledge_panel']]","['julie@pacificjules.com.au', 'https://www.pacificjules.com.au/contact.html']","['+61 (0) 438 363452', 'https://www.pacificjules.com.au/contact.html']","['warren linda programs sarah anne', 'pacific jules', 'b&b blog', 'warren linda', 'example', 'testimonials programs', 'julie contact', 'the bold & beautiful blog contact us example', 'sarah anne about', 'swimming guru']",None,"['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Microburbs: Get the facts the property ad left out,https://www.microburbs.com.au/,Free detailed scorecards on every address in Australia: sale prices  DA's  travel times  local amenities  hip scores  ethnicity maps  demographics  zoning  NAPLAN ranks  affluence.,microburbs,"['32 Powderworks Road North Narrabeen NSW 2101', 'https://www.microburbs.com.au/NSW/Sydney/Northern-beaches/Pittwater-Municipality/North-Narrabeen']",None,"['+61414 183 210', 'https://www.crunchbase.com/organization/microburbs']","['heat map', 'volunteerism heat map', 'diversity heat map', '65s heat map', 'australian property', 'single men heat map', 'private tenant heat map', 'korean speakers heat map', 'animal justice party heat map', 'microburbs data']","['Luke Metcalfe', 'founder(s)', 'https://www.crunchbase.com/organization/microburbs']","[['Marketing'], 'https://www.crunchbase.com/organization/microburbs']",None,None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/microburbs']",None,"['Private', 'https://www.crunchbase.com/organization/microburbs']",0.25,0.75,0.0,0.0,0.25
profile.id,https://profile.id.com.au/,,profile.id,"['ADELAIDE5000South AustraliaAustralia', 'https://opencorporates.com/companies/au/080924554']","['intermediary.management@abs.gov.au', 'https://profile.id.com.au/bundaberg']",None,"['included areas', 'household income data', 'includes persons', 'high income households', 'household income levels', 'low income households', 'household income categories', 'household income', 'burwood council area community profile', 'other census data']","['Sean Senvirtne', 'founder(s)', 'https://www.crunchbase.com/organization/mydeal-com-au']","[['E-CommerceMarketplaceRetailShopping'], 'https://www.crunchbase.com/organization/mydeal-com-au']","['Mar 28, 2011', 'https://www.crunchbase.com/organization/mydeal-com-au']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/mydeal-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/mydeal-com-au']",0.0,0.0,0.75,0.0,0.1875
sNEWSi: Some NEWS on the Internet,https://snewsi.com/,sNEWSi is a news wire of new stuff on the internet. sNEWSi is pronounced ssNEWSee  see? sNEWSi is NEWS. Internet news. Some news stuff on the internet  that is. sNEWSi is news stuff and new stuff both. Enjoy!,snewsi,None,"['hello@beforepay.co', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"['Dean Mao', 'founder(s)', 'https://www.crunchbase.com/organization/cheq-40b6']","[['AppsConsumer LendingFinancial ServicesFinTechMicro LendingPersonal Finance'], 'https://www.crunchbase.com/organization/cheq-40b6']","['Jun 1, 2019', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['Private', 'https://www.crunchbase.com/organization/cheq-40b6']",0.0,0.0,0.0,0.0,0.0
Brauer Industries: Water and Air Treatment Solutions Australia,https://brauerindustries.com/,,brauerindustries,"['61 7 5596 2922. Address # 89 Spencer Rd, Nerang, QLD Australia 4211', 'https://brauerindustries.com/contact-us/']","['info@brauz.com', 'https://www.crunchbase.com/organization/brauz']","['+617 3188 0220', 'https://brauerindustries.com/']","['pool water', 'swimming pool water', 'consistent pool water sanitation', 'commercial pool water quality solutions', 'pool water quality robyn brauer industries', 'swimming pool water treatment', 'good swimming pool water', 'water quality', 'excellent swimming pool water', 'water sanitation']","['Lee Hardham', 'founder(s)', 'https://www.crunchbase.com/organization/brauz']","[['Customer ServiceRetail TechnologyShopping'], 'https://www.crunchbase.com/organization/brauz']","['Oct 7, 2013', 'https://www.crunchbase.com/organization/brauz']","['$323,056 USD', 'https://www.dnb.com/business-directory/company-profiles.head_start_(qld)_pty_ltd.315e78eb4ffc7cae2e34051d488ae7dd.html']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/brauz']",None,"['Private', 'https://www.crunchbase.com/organization/brauz']",0.25,0.25,0.0,0.0,0.125
Contact us | MXstore Australia,https://www.mxstore.com.au/contact-us/,,email.mxstore,"['17 138 351 023, at 36-40 Junction Road, Burleigh Heads, QLD 4220 Australia', 'https://www.mxstore.com.au/xmas-mygarage-comp-2020/']","['enquiries@mxstore.com.au', 'https://www.crunchbase.com/organization/mxstore']","['1300 871 290', 'https://www.mxstore.com.au/']","['honda xl200r yamaha dt50 ktm', 'yamaha ttr225 yamaha', 'dep honda crf450rx gas gas mc250f kawasaki', 'husqvarna cr250 honda', 'husqvarna te511 honda', 'husqvarna fe501 yamaha', 'husqvarna cr150 yamaha', 'husqvarna tx125 kawasaki klx230r honda ct90', 'gas gas mc250 kawasaki', 'honda xr100 suzuki']","[['JAKE ALBERTS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.mxstore_pty_ltd.c3a53d5070468ba5b1c3e1a458553e1e.html']","[['E-CommerceSporting GoodsSports'], 'https://www.crunchbase.com/organization/mxstore']","['2004', 'https://www.crunchbase.com/organization/mxstore']","['$8.66 million USD', 'https://www.dnb.com/business-directory/company-profiles.mxstore_pty_ltd.c3a53d5070468ba5b1c3e1a458553e1e.html']",None,"[' Gold Coast, Queensland, Australia', 'https://www.crunchbase.com/organization/mxstore']",None,"['Private', 'https://www.crunchbase.com/organization/mxstore']",1.0,0.25,0.0,0.0,0.3125
semantictrade — Global Business & Trade Directory,https://www.semantictrade.com/,semantictrade — The largest global business and trade directory. Connect with local & foreign businesses  goods & service providers wordwide._semantictrade worlds fastest growing global business directory  we are the cheapest global advertiser for businesses_Connect with local & foreign businesses  goods & service providers wordwide. We are the cheapest Advertising Platform in the world. Act Local. Think Global.,semantictrade,"['16 Production Pl, Jamisontown Penrith, NSW 2750 Australia', 'https://www.semantictrade.com/listing-category/air-conditioners-installation-or-service/']","['hello@beforepay.co', 'https://www.crunchbase.com/organization/cheq-40b6']","['1800 606 675', 'https://www.semantictrade.com/listing/fowler-homes-2/']","['suva fiji', 'nadi fiji', 'lautoka fiji', 'labasa fiji', 'fiji lincoln', 'fiji ltd', 'fiji air conditioning', 'fiji islands', 'fiji iceman', 'labasa fiji email']","['Dean Mao', 'founder(s)', 'https://www.crunchbase.com/organization/cheq-40b6']","[['AppsConsumer LendingFinancial ServicesFinTechMicro LendingPersonal Finance'], 'https://www.crunchbase.com/organization/cheq-40b6']","['Jun 1, 2019', 'https://www.crunchbase.com/organization/cheq-40b6']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/cheq-40b6']",None,"['Private', 'https://www.crunchbase.com/organization/cheq-40b6']",0.25,0.25,0.0,0.0,0.125
The Gym @ Forries_ Forresters Beach Now Open,https://forriesgym.com.au/,,forriesgym,"['2018 -19  41 A \xa0 BELLEVUE ROAD \xa0 \xa0FORRESTERS \xa0BEACH NSW 2260', 'http://forriesgym.com.au/contact/']","['info@gymfoodaustralia.com.au', 'https://www.crunchbase.com/organization/gym-food-australia']","['+61466 489 409', 'https://forriesgym.com.au/group-fitness/']","['fbi swim school', 'swim specials swim', 'fbi swim', 'fbi swim school educators', 'peter geddes swim school', 'new gym', 'swim school', 'wamberal swim school', 'free swim', 'swim school manager kirk']",None,"[['AppsFood ProcessingInternet'], 'https://www.crunchbase.com/organization/gym-food-australia']",None,None,None,"[' Townsville, Queensland, Australia', 'https://www.crunchbase.com/organization/gym-food-australia']",None,"['Private', 'https://www.crunchbase.com/organization/gym-food-australia']",1.0,0.25,0.0,0.0,0.3125
southburnett.com.au - Kingaroy and South Burnett News,https://southburnett.com.au/,Kingaroy and South Burnett News,southburnett,"['7307 Gwydir Hwy Inverell, NEW SOUTH WALES, 2360 Australia', 'https://www.dnb.com/business-directory/company-profiles.south_burnett_beef_pty_limited.3e4d1c56e8ad6c3c47883fe00fa199ec.html']","['info@sbrc.qld.gov.au', 'https://www.southburnett.com.au/sbrc/index.php']","['+61409-895-527', 'http://southburnett.com.au/cgi-bin/business/displaysb.cgi?starting_point=11&search%3D1%26searchtype%3D%26searchtext%3DSports_clubs%26column%3D14']","['local south burnett artists', 'south burnett', 'kingaroy golf club', 'south burnett bowls news', 'south burnett residents', 'south burnett regional council', 'south burnett women', 'south burnett district golf association', 'nanango bowls club', 'murgon golf club']","[['JOHN KENNETH NEWTON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.south_burnett_beef_pty_limited.3e4d1c56e8ad6c3c47883fe00fa199ec.html']","['Healthcare, Education', 'from_classification_model']","['22 September 2020', 'https://opencorporates.com/companies/au/644550176']","['$92.35 million USD', 'https://www.dnb.com/business-directory/company-profiles.south_burnett_beef_pty_limited.3e4d1c56e8ad6c3c47883fe00fa199ec.html']",None,"['Australia', 'https://opencorporates.com/companies/au/644550176']",None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.south_burnett_beef_pty_limited.3e4d1c56e8ad6c3c47883fe00fa199ec.html']",0.0,0.25,0.0,0.0,0.0625
Sports Dietitians Australia: SDA,https://www.sportsdietitians.com.au/,Sports Dietitians Australia (SDA) is a professional organisation of dietitians specialising in the field of sports nutrition.,sportsdietitians,"['Level  2 , 375 Albert Road South Melbourne VIC 3206', 'https://www.sportsdietitians.com.au/about-us/']","['info@mydnda.life', 'https://www.crunchbase.com/organization/mydna']","['+613 9699 8634', 'https://www.sportsdietitians.com.au/about-us/']","['training level', 'low training days', 'weight training sessions', 'lower training', 'training sessions', 'high quality training', 'lower body fat levels', 'protein rich foods', 'carbohydrate foods', 'body composition interval training']","['Allan Sheffield', 'founder(s)', 'https://www.crunchbase.com/organization/mydna']","[['GeneticsHealth CarePersonal HealthWellness'], 'https://www.crunchbase.com/organization/mydna']","['Apr 3, 2010', 'https://www.crunchbase.com/organization/mydna']",None,None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/mydna']",None,"['Private', 'https://www.crunchbase.com/organization/mydna']",error,error,error,error,error
The Smith Family: Australian Children's Charity,https://www.thesmithfamily.com.au/,The Smith Family believes supporting a child’s education is the best way to help break the poverty cycle.,thesmithfamily,"['L 9 117 Clarence St Sydney, NEW SOUTH WALES, 2000 Australia', 'https://www.dnb.com/business-directory/company-profiles.the_smith_family.a23c1b70f7d7268f4b8f6d1eead7f210.html']","['media@thesmithfamily.com.au', 'https://www.thesmithfamily.com.au/about-us/media']","['+612 9085 7222', 'https://www.thesmithfamily.com.au/donate/give/~/link.aspx?_id=68BA7A3B007645EAB47199C09A582A26&_z=z']","['disadvantaged children', 'disadvantaged australian children', 'young children', 'school smith family stories', 'many disadvantaged children', 'smith family volunteers', 'smith family', 'disadvantaged students educational program', 'smith family sponsors', 'australian children']","[[""Lisa O'Brien "", 'Bupa Australia & New Zealand_LinkedIn'], 'None']","['Education, Healthcare', 'from_classification_model']","['1922', 'https://www.crunchbase.com/organization/the-smith-family']","['$86.30 million USD', 'https://www.dnb.com/business-directory/company-profiles.the_smith_family.a23c1b70f7d7268f4b8f6d1eead7f210.html']",None,"[' Camperdown, Victoria, Australia', 'https://www.crunchbase.com/organization/the-smith-family']",None,"['Private', 'https://www.crunchbase.com/organization/the-smith-family']",0.375,0.25,0.375,0.0,0.25
SAHANZ,https://www.sahanz.net/,The Society of Architectural Historians  Australia and New Zealand aims to promote standards of excellence in architectural history.,sahanz.net,"['960 ,""height"":504,""caption"":"" SA 2019', 'https://www.sahanz.net/2018/06/03/sahanz-session-at-next-years-sah-conference/']","['sales@intexa.com.au', 'https://www.crunchbase.com/organization/intexa-architectural-timber-systems']","['+64-9876055-0', 'https://www.sahanz.net/conferences/open/']","['annual sahanz conference', 'architectural history research', 'other sahanz members', 'sahanz conference proceedings', 'sahanz', 'australian architectural history', 'interested sahanz members', 'sahanz committee', 'sahanz website', 'buildings sahanz secretary architectural histories']","[['Kirsty Volz ', 'Lecturer in Architecture_Queensland'], 'from linkedin search google']","[['ArchitectureLandscaping'], 'https://www.crunchbase.com/organization/intexa-architectural-timber-systems']",None,None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/intexa-architectural-timber-systems']",0.25,0.25,0.0,0.0,0.125
600 ESPN El Paso,https://krod.com/,600 ESPN EL PASO  KROD-AM Radio  a Townsquare Media station  has the best sports coverage in El Paso  Texas on KROD-AM.,krod,None,"['assistance@marketlend.com.au', 'https://www.crunchbase.com/organization/marketlend']","['+61 2 8006 6798', 'https://www.crunchbase.com/organization/marketlend']","['espn el paso', 'media el paso', 'el paso locomotive', 'el paso app', 'listen el paso', 'el paso department', 'considering el paso', 'el paso roads', 'el paso community college', 'el paso tax office']","['Leo Tyndall', 'founder(s)', 'https://www.crunchbase.com/organization/marketlend']","[['FinanceFinancial ServicesPeer to Peer'], 'https://www.crunchbase.com/organization/marketlend']","['2014', 'https://www.crunchbase.com/organization/marketlend']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/marketlend']",None,"['Private', 'https://www.crunchbase.com/organization/marketlend']",0.0,0.0,0.0,0.0,0.0
CSIRO: Commonwealth Scientific and Industrial Research ...,https://csiro.au/,Australia's national science agency. We solve the greatest challenges through innovative science and technology.,csiro.au,"['12 HOBART TAS 7001 AUSTRALIA', 'https://people.csiro.au/B/M/Michael-Battaglia']","['enquiries@csiro.au', 'https://www.crunchbase.com/organization/csiro']","['+61294908002', 'https://www.csiro.au/en/News/News-releases/2020/Cosmic-bursts-unveil-missing-matter']","['new csiro research', 'csiro research', 'copyright csiro australia', 'csiro australia astronomical', 'csiro australia logo', 'csiro science', 'csiro askap science data archive', 'csiro research director', 'csiro', 'csiro team']","['David Burt', 'founder(s)', 'https://www.crunchbase.com/organization/csiro']","[['Consumer ResearchMarine TechnologyMarket ResearchProduct Research'], 'https://www.crunchbase.com/organization/csiro']","['1916', 'https://www.crunchbase.com/organization/csiro']","['$8.39 million USD', 'https://www.dnb.com/business-directory/company-profiles.csiro__state_of_victoria.7b60ecf8152a884daed81c7e918f1171.html']",None,"[' Campbell, Victoria, Australia', 'https://www.crunchbase.com/organization/csiro']",None,"['Private', 'https://www.crunchbase.com/organization/csiro']",0.25,0.25,0.375,0.0,0.21875
RedBalloon: Enriching Experiences & Unique Experience Gifts,https://www.redballoon.com.au/,Explore RedBalloon  the heartland of amazing experiences &amp; unique gift ideas. Enrich life's story with amazing experiences  experience gifts &amp; gift vouchers.,redballoon,"['179 Harris St, Pyrmont NSW 2009', ['RedBalloon, address', 'knowledge_panel']]","['info@redballoon.com.au', 'https://www.crunchbase.com/organization/redballoon']","['1300 875 500', 'https://www.redballoon.com.au/']","['redballoon experiences', 'more experiences', 'romantic experience', 'wine experiences', 'experience vouchers', 'discover redballoon winery experiences', 'own experience', 'restaurant experiences', 'tasting experiences', 'more gourmet experiences']","['Naomi Simson', 'founder(s)', 'https://www.crunchbase.com/organization/redballoon']","[['E-CommerceShopping'], 'https://www.crunchbase.com/organization/redballoon']","['2001', 'https://www.crunchbase.com/organization/redballoon']","['$14.84 million USD', 'https://www.dnb.com/business-directory/company-profiles.red_balloon_pty_ltd.dedfdde4ffb5dca0817bd2ec3da49312.html']",None,"[' Pyrmont, New South Wales, Australia', 'https://www.crunchbase.com/organization/redballoon']",None,"['Private', 'https://www.crunchbase.com/organization/redballoon']",0.0,0.25,0.5,0.0,0.1875
Australia_ New Zealand and South Pacific Vacations ...,https://www.duatravel.com/,Contact Down Under Answers for customized & amazing Australia and New Zealand vacation packages  tours  airfares & South Pacific Islands vacation packages.,duatravel,"['3 Wallace Street Franz Josef Glacier 7886 New Zealand', 'https://www.duatravel.com/hotels/hotel/te-waonui-forest-retreat']","['customercare@realestate.com.au', 'https://www.crunchbase.com/organization/realholidays-com-au']","['+61 1300 554 367', 'https://www.crunchbase.com/organization/realholidays-com-au']","['new zealand sydney', 'panoramic sydney australia', 'sydney new south wales', 'new zealand', 'experience air new zealand', 'hotel sydney', 'queenstown new zealand', 'air new zealand', 'new zealand region', 'south island spectacular australia']","[['Jeff Adam ', 'Director of Sales_Down Under Answers'], 'from linkedin search google']","[['HospitalityProperty ManagementReal EstateTravel'], 'https://www.crunchbase.com/organization/realholidays-com-au']","['1919', 'https://www.crunchbase.com/organization/realholidays-com-au']",None,None,"[' Richmond, Victoria, Australia', 'https://www.crunchbase.com/organization/realholidays-com-au']",None,"['Private', 'https://www.crunchbase.com/organization/realholidays-com-au']",0.25,0.0,0.0,0.0,0.0625
