search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Dental management software in australia or newzealand,ABC (Australian Broadcasting Corporation),https://www.abc.net.au/,Australia's leading source of information and entertainment.,abc.net.au,"['7000 , cocos-keeling-islands , university-of- tasmania 7005', 'https://www.abc.net.au/news/topic/university-of-tasmania-7005']","['eliseworthington@protonmail.com', 'https://www.abc.net.au/news/2019-10-11/murdoch-university-sues-four-corners-whistleblower/11591520']","['+61 431 675 622', 'https://www.abc.net.au/news/2019-10-11/murdoch-university-sues-four-corners-whistleblower/11591520']","['abc me september', 'abc south east nsw', 'abc south west victoria', 'south australia', 'abc south', 'abc kids app nsw', 'more people', 'abc radio july', 'new australian research', 'june last year']",None,"['Education, Agriculture', 'from_classification_model']","['29 October 2019', 'https://opencorporates.com/companies/au/637120417']",None,None,"['Australia', 'https://opencorporates.com/companies/au/637120417']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/637120417']",0.25,0.25,0.0,0.0,0.125
Dental practice management platform in australia or newzealand,Dental Protection: Home,https://www.dentalprotection.org/,Dental Protection Limited serves and supports the dental members of MPS with access to the full range of benefits of membership  which are all discretionary  and ...,dentalprotection,"['PO Box 1013, Milton, QLD 4064 Australia', 'https://www.dentalprotection.org/home/footer-group/privacy-and-cookie-notice']","['mps.mda@gmail.com', 'https://www.dentalprotection.org/malaysia']","['1800 444 542', ['Dental Protection Limited, phone', 'knowledge_panel']]","['dental protection members', 'such dental protection members', 'mps use dental protection', 'dental protection membership', 'dental protection', 'dental protection coronavirus advice', 'more member benefits dental protection', 'dental protection limited', 'dental protection xtra membership', 'benefits dental protection']","[['JOHN MCNAMARA', 'Chairman of the Board'], 'https://www.dnb.com/business-directory/company-profiles.dpl_australia_pty_ltd.5fb2b9a550bb5537.html']","['IT - Software, Healthcare', 'from_classification_model']",None,"['$13.12 million USD', 'https://www.dnb.com/business-directory/company-profiles.dpl_australia_pty_ltd.5fb2b9a550bb5537.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.dpl_australia_pty_ltd.5fb2b9a550bb5537.html']",0.25,0.375,0.0,0.0,0.15625
Software for dental laboratory in australia or newzealand,Objective3D: 3D Printing Solutions Australia & New Zealand,https://www.objective3d.com.au/,Objective3D is a Stratasys Platinum Partner and leading provider of 3D printing solutions in Australia and New Zealand.,objective3d,"['9785 2322   NEW SOUTH WALES  Address: 8-10 King Street Rockdale NSW 2216 Australia', 'https://www.objective3d.com.au/contact-us/']",None,"['+613-9785 2333', 'https://www.objective3d.com.au/objective3d-covid19-vic-stage4/']",None,"[['Matt MINIO', 'Managing_Director'], 'https://www.objective3d.com.au/am-days-2019-australia/']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","['28 November 2011', 'https://opencorporates.com/companies/au/154475466']",None,None,"['Australia', 'https://opencorporates.com/companies/au/154475466']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/154475466']",0.25,0.25,0.75,0.0,0.3125
Software for dental laboratory in australia or newzealand,Dentist Find - Australia Dental Find,https://www.dentistfind.com.au/,Dentist Find  connect with dental providers for dentistry and mouth health issues  Dentist Find  we list phone and web address for easy access.,dentistfind,"['89 Charles St, Seddon VIC 3011', 'https://www.dentistfind.com.au/dentists/cosmetic-dentistry']",None,"['+613 9459 0511', 'https://www.dentistfind.com.au/dentists/cosmetic-dentistry']","['dental treatment', 'quality dental treatments', 'dental repairs', 'dental crowns', 'dental providers', 'dental implants dentist find', 'dental hygiene', 'dental professionals', 'quality dental care', 'dental extractions']","[['Lisa Culley ', 'Accounts Payable Manager_Marine ...'], 'from linkedin search google']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management system in australia or newzealand,Hindawi: Publishing Open Access research journals & papers,https://www.hindawi.com/,Maximizing the impact of research through openness. Because science works best when research is open.,hindawi,None,"['help@hindawi.com', 'https://www.hindawi.com/hindawi-xml-corpus/']",None,None,"[['Orion Hindawi', 'CEO'], 'https://www.crunchbase.com/person/orion-hindawi']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental practice management software in australia or newzealand,Dental Expo NZ: Home,https://dentalexpo.co.nz/,As the largest dental exhibition in NZ  hundreds of delegates attend to discover the very latest developments within the dental industry.,dentalexpo,"['161 Halsey Street Viaduct Basin Auckland New Zealand', 'https://dentalexpo.co.nz/']","['events@mtanz.org.nz', 'https://dentalexpo.co.nz/Attendee-T--Cs/6796/']","['1300 943 094', ['Australian Dental Industry Association, phone', 'knowledge_panel']]","['dental expo', 'dental expo fashion show', 'expo', 'nz dental hygienists association', 'dental expo 2021 news & updates venue contact dental expo', 'dental expo fashion show winner - nzdha', 'the dental expo team expo', 'dental expo guest speaker sue kohn-taylor', 'asb showgrounds parking parking', 'dental expo attendee t & cs']","[['Matt Taylor ', 'Ivoclar Vivadent Australia_LinkedIn'], 'from linkedin search google']","['IT - Software, Construction', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Software for dentists in australia or newzealand,ANZAOMS: The Australian and New Zealand Association of ...,https://www.anzaoms.org/,The Australian and New Zealand Association of Oral and Maxillofacial Surgeons.,anzaoms,"['Level  13 , 37 York Street Sydney, NSW, 2000 Australia', 'https://www.anzaoms.org/privacypolicy']","['foundation@anzaoms.org', 'https://www.anzaoms.org/anzaoms-ref/anzaoms-research-education-foundation-membership']","['+61 2 8088 6646', 'https://www.anzaoms.org/contactus']","['oral surgeons', 'maxillofacial surgeons inc', 'oral surgery society', 'surgery missions oral', 'wayville oral surgery', 'maxillofacial surgeons', 'maxillofacial surgeon', 'anzaoms members', 'maxillofacial surgeons inc.', 'oral']","[['Ms Belinda Mellowes Belinda', 'CEO'], 'https://www.anzaoms.org/about/our-council']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['18 October 2019', 'https://opencorporates.com/companies/au/636894847']",None,None,"['Australia', 'https://opencorporates.com/companies/au/636894847']",None,"['Australian Proprietary Company, Limited By Shares', 'https://opencorporates.com/companies/au/636894847']",0.25,0.25,0.0,0.0,0.125
Dental practice management software in australia or newzealand,Journal of Military and Veterans' Health (JMVH).,https://jmvh.org/,This work is licensed under a Creative Commons Attribution 4.0 International License. BECOME AMMA MEMBER BECOME JMVH REVIEWER CALL FOR ...,jmvh,"['PO Box 1158 , Hunters Hill, NSW 2110', 'https://jmvh.org/article/trauma-control-surgery/']","['jill.beattie@monash.edu', 'https://jmvh.org/article/case-report-of-a-former-soldier-using-tre-tension-trauma-releasing-exercises-for-posttraumatic-stress-disorder-self-care/']","['+61 3 6234 5958', 'https://jmvh.org']",None,"[['AMMA Association Manager ', 'Australasian Military ..._LinkedIn'], 'from linkedin search google']","['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management platform in australia or newzealand,Lumino The Dentists | $69 Check-Up & 30 Months Interest ...,https://lumino.co.nz/,Looking for a dentist near you? We're NZ's most recognised dentists. Find out about our general  cosmetic and specialist dental treatments. Emergency dentist ...,lumino,"['Level 11, Amp Centre, 29 Customs Street West, Auckland1010NZ', 'https://opencorporates.com/companies/nz/900431']",None,"['+61 (07) 5635 2000', 'https://lumino.co.nz/privacy-policy/']","['best dental treatment', 'dental practices', 'dental health care', 'dental treatment', 'new dental treatments', 'tooth pain', 'teeth whitening treatments', 'dental care', 'additional dental treatments', 'most dental treatments']","[['Alan William CLARKE', ' director'], 'https://opencorporates.com/companies/nz/900431']","['Healthcare, Arts, entertainment and recreation', 'from_classification_model']","['20 March 1998', 'https://opencorporates.com/companies/nz/900431']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/900431']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/900431']",0.75,0.25,0.0,0.0,0.25
Software for dental laboratory in australia or newzealand,ResearchCareer: Research Jobs_ News_ Events and Education,http://www.researchcareer.com.au/,Find Jobs  Events  Education and News for Clinical Research  Biotechnical and Senior Research Management Professionals in Australia and New Zealand.,researchcareer,"['Unit  18 , 347 Bay Road Cheltenham Victoria 3192 Australia', 'http://www.researchcareer.com.au/jobs/620-university-of-western-sydney/70244']","['jobs@aifs.gov.au', 'http://www.researchcareer.com.au/jobs/8341-australian-institute-of-family-studies/70100']","['+64708108749', 'http://www.researchcareer.com.au/archived-news/university-of-adelaide-sets-up-50m-agriculture-endowment-fund']","['new research', 'new research projects', 'new research fellows', 'research projects', 'research development', 'research', 'research australia', 'cancer research projects', 'cancer research', 'research collaborations']",None,"['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dentists in australia or newzealand,NZDHA – the New Zealand Dental Hygienists' Association,https://nzdha.co.nz/,Jun 12  2020 - Welcome to NZDHA. The New Zealand Dental Hygienists' Association is the professional association for Dental Hygienists' and Oral Health ...,nzdha,"['Unit  14 , 2 Tyers Road, Ngauranga Gorge, Wellington 6035', 'https://nzdha.co.nz/author/editor-nzdha/page/3/']","['taranakinzdha@gmail.com', 'https://nzdha.co.nz/branch-committees/']","['+61274 494638', 'https://nzdha.co.nz/job-board/']","['new zealand dental association', 'new zealand dental', 'plenty new zealand dental council', 'nzdha members', 'dental hygienist', 'part time dental hygienist', 'new zealand oral health survey', 'bright futures oral health therapist dental hygienist', 'dental hygiene association', 'dental practice']","[['Auckland Nzdha ', 'New Zealand Dental_LinkedIn'], 'from linkedin search google']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,3D Printing Industry-The Authority on 3D Printing & Additive ...,https://3dprintingindustry.com/,3Dprintingindustry.com in the first choice for 3D printer news  3D printing events  3D printing jobs and additive manufacturing insights.,3dprintingindustry,"['126 Abercrombie Street Chippendale Sydney NSW 2000 Australia', 'https://3dprintingindustry.com/directory/directory_category/3d-printer-distributor/']",None,"['+6189899960-0', 'https://3dprintingindustry.com/directory/89109/kl-technik/']",None,"[['Ricky Solorzano', 'CEO'], 'https://3dprint.com/242984/industry-experts-interview-with-ricky-solorzano-co-founder-and-ceo-of-allevi/']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Dental practice management platform in australia or newzealand,Newswire :) Press Release Distribution Empowering the ...,https://www.newswire.com/,Newswire's Press Release Distribution Empowering the Earned Media Advantage. #1 in Customer Satisfaction. Distribute the Right Message to the Right ...,newswire,None,"['info@babkeslaw.com', 'https://www.newswire.com/news/babkes-associates-helping-florida-drivers-for-over-39-years-16932001']",None,None,"[['Emma Cowdroy', 'CEO'], 'https://www.smh.com.au/business/companies/veteran-aap-executive-emma-cowdroy-to-lead-newly-formed-newswire-20200617-p553my.html']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Software for dentists in australia or newzealand,ANZSPD - Australian and New Zealand Society of Pediatric ...,https://www.anzspd.org.au/,ANZSPD - Australian and New Zealand Society of Pediatric Dentistry.,anzspd,"['114 CLARKE ST SOUTH BUNBURY, WESTERN AUSTRALIA, 6230 Australia', 'https://www.dnb.com/business-directory/company-profiles.australian_and_new_zealand_society_of_paediatric_dentistry.99c5c3fcedcf20f4d02a6ce577d7ba37.html']","['info@aboutsmiles.com.au', 'https://www.anzspd.org.au/Search-Dental-Professionals/NSW']","['+61 3 9596 5996', 'https://www.anzspd.org.au/Search-Dental-Professionals/VIC']","['children history dental injuries', 'other children', 'other oral health care', 'special children', 'dental health', 'oral health care', 'many children', 'new zealand dental sedation services', 'special needs children', 'most children']","[['CARMEL LLOYD', 'Secretary'], 'https://www.dnb.com/business-directory/company-profiles.australian_and_new_zealand_society_of_paediatric_dentistry.99c5c3fcedcf20f4d02a6ce577d7ba37.html']","['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']","['30 August 2018', 'https://opencorporates.com/companies/au/628503695']","['$184,206 USD', 'https://www.dnb.com/business-directory/company-profiles.australian_and_new_zealand_society_of_paediatric_dentistry.99c5c3fcedcf20f4d02a6ce577d7ba37.html']",None,"['Australia', 'https://opencorporates.com/companies/au/628503695']",None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.australian_and_new_zealand_society_of_paediatric_dentistry.99c5c3fcedcf20f4d02a6ce577d7ba37.html']",0.375,0.25,0.0,0.0,0.15625
Dental office management software in australia or newzealand,Australian Dental Association WA | ADAWA,https://adawa.com.au/,The Australian Dental Association Western Australia (ADAWA) is the peak body representing dentists and their patients in Western Australia. We are committed ...,adawa,"['15 RHEOLA ST WEST PERTH, WESTERN AUSTRALIA, 6005 Australia', 'https://www.dnb.com/business-directory/company-profiles.dental_board_of_western_australia.a595e8c3593d1a7ee291109caedeee43.html']","['info@alkimosbeachdental.net.au', 'https://adawa.com.au/dental-professional/classifieds/']","['+618 9211 5600', 'https://adawa.com.au/dental-professional/philanthropy-and-volunteering/']","['dental practice', 'full time dentist', 'preventative dental health practices', 'australian dental practices', 'good dental health', 'part time dentist', 'dental health', 'private dental practice', 'dental treatment', 'improved dental health']","[['Hannah Dickinson ', 'Group Financial Accountant ..._LinkedIn'], 'from linkedin search google']","['Education, IT - Software', 'from_classification_model']",None,"['$109,966 USD', 'https://www.dnb.com/business-directory/company-profiles.dental_board_of_western_australia.a595e8c3593d1a7ee291109caedeee43.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.dental_board_of_western_australia.a595e8c3593d1a7ee291109caedeee43.html']",0.75,0.25,0.0,0.0,0.25
Software for dentists in australia or newzealand,VC Dental: Family Dentist in Gosford_ Central Coast 7 Days,https://www.vcdental.com.au/,VC Dental is an accredited dental practice for all your dental needs. ... Some patients may elect to engage My Super Care ('SuperCare Australia') to assist them ...,vcdental,"['36 -40 Victoria Street East Gosford NSW 2250', 'https://www.vcdental.com.au/contact/']","['info@mysupercare.com.au', 'https://www.vcdental.com.au/payment-options/super-care/']","['1300 665 440', 'https://www.vcdental.com.au/payment-options/super-care/']",None,"[['Dr Lee Woodward', 'founder'], 'https://www.dentist.com.au/dentist-detail/vc-dental/A11000551']","['Healthcare, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,Pyrmont Dental Specialist,https://www.pyrmontdentalspecialist.com.au/,Pyrmont Dental Specialist. Home. About Us. Our Team Our Philosophy Our Awards Our Research Our Technology Our Affiliations What is a Prosthodontist?,pyrmontdentalspecialist,None,None,"['+6102) 9518 7832', ['Pyrmont Dental Specialist, phone', 'knowledge_panel']]",None,None,"['Real estate, Transport', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Dental management software in australia or newzealand,Northbridge Dentist Near North Shore_ Castlecrag_ Lane Cove ...,https://www.sailorsbaydentistry.com.au/,At Sailors Bay Dentistry  we're committed to providing high quality dental care and an exceptional standard of service from the moment you contact us. We've ...,sailorsbaydentistry,"['62 Strathallen Avenue , Northbridge NSW 2063 Australia', 'https://www.sailorsbaydentistry.com.au/contact']","['dentisure@dentalcarenetwork.com', 'https://www.sailorsbaydentistry.com.au/dentisure']","['+612 9958 0400', 'https://www.sailorsbaydentistry.com.au/covid-19']","['teeth whitening treatments', 'teeth bleaching treatments', 'teeth', 'other teeth', 'tooth problems', 'wisdom teeth', 'more teeth', 'tooth pain', 'zoom tooth whitening treatments', 'tooth decay']",None,"['Healthcare, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,Meth residue drug test kits. Test your home for ice residue,https://www.drugdetectionkits.com.au/,Test your home for meth. Order an inexpensive  simple-to-use DIY drug test kit to check for residue from meth/ice. Results in seconds. Shipped Australia-wide>>,drugdetectionkits,"['PRATT ST ENOGGERA, QUEENSLAND, 4051 Australia', 'https://www.dnb.com/business-directory/company-profiles.martin_james_digges_la_touche.11e9b6caa088aef748ce1f9671432f74.html']","['info@narcotect.com.au', 'https://www.drugdetectionkits.com.au/insurers-crack-down-on-cover-for-meth-damage/']","['+61 0448 410 364', 'https://www.drugdetectionkits.com.au/meth-use-has-skyrocketed/']",None,"[['MARTIN DIGGES LA TOUCHE', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.martin_james_digges_la_touche.11e9b6caa088aef748ce1f9671432f74.html']","['Healthcare, Transport', 'from_classification_model']",None,"['$79,242 USD', 'https://www.dnb.com/business-directory/company-profiles.martin_james_digges_la_touche.11e9b6caa088aef748ce1f9671432f74.html']",None,None,None,"['Independent', 'https://www.dnb.com/business-directory/company-profiles.martin_james_digges_la_touche.11e9b6caa088aef748ce1f9671432f74.html']",0.0,0.25,0.0,0.0,0.0625
Dental clinic software in australia or newzealand,PLATINUM Professional Development,http://www.platinumpd.com.au/,Midland Dental Care - Western Australia. PLATINUM is the best thing that has happened to our practice. Queensland. PLATINUM turned our energy and ...,platinumpd,"['55 WASHINGTON STREET VICTORIA PARK, WESTERN AUSTRALIA, 6100 Australia', 'https://www.dnb.com/business-directory/company-profiles.platinum_professional_development_pty_ltd.11cf002848f5dd2ca649a2cb34e51da6.html']","['info@platinumpd.com', 'http://www.platinumpd.com.au/index.php/Contact-Us.html']","['+61 8 6181 3589', 'http://www.platinumpd.com.au/index.php/Contact-Us.html']","['dental practice', 'quality practice management', 'many dental teams', 'team retention', 'continual onsite team training', 'k team', 'platinum professional development', 'new patient introduction', 'patients', 'team development day']","[['KATHERINE METAXAS', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.platinum_professional_development_pty_ltd.11cf002848f5dd2ca649a2cb34e51da6.html']","['IT - Software, Arts, entertainment and recreation', 'from_classification_model']","['14 May 2020', 'https://opencorporates.com/companies/au/640936929']","['$671,040 USD', 'https://www.dnb.com/business-directory/company-profiles.platinum_professional_development_pty_ltd.11cf002848f5dd2ca649a2cb34e51da6.html']",None,"['Australia', 'https://opencorporates.com/companies/au/640936929']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.platinum_professional_development_pty_ltd.11cf002848f5dd2ca649a2cb34e51da6.html']",0.375,0.25,0.0,0.0,0.15625
Dental management software in australia or newzealand,Software of Excellence: Dental Practice Management ...,https://softwareofexcellence.com/,Henry Schein One and Software of Excellence are the global leaders in providing dental practice management software and marketing solutions to dentists and ...,softwareofexcellence,"['219 Don McKinnon Drive, Albany, Auckland 0632 New Zealand', 'http://henryscheinone.co.nz/whitepapers/']","['sales@henryscheinone.co.nz', 'http://henryscheinone.co.nz/whitepapers/']","['0800 930 171', 'http://henryscheinone.co.nz/whitepapers/']","['de botstructuur van de patiënt', 'van de', 'de historie van de patiënt kunnen', 'van de patiënt', 'te komen aan de eisen van de tandartspraktijk', 'van de praktijken', 'de agenda van', 'een van de doelstellingen', 'de praktijk voelt de voordelen van alle', 'van de helpdesk']","[['Brian Weatherly', 'CEO'], 'https://www.businesswire.com/news/home/20070701005054/en/Henry-Schein-Offers-Acquire-Software-Excellence-Limited']","['Healthcare, IT - Software', 'from_classification_model']","['12 May 1988', 'https://opencorporates.com/companies/nz/386049']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/386049']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/386049']",0.25,0.25,0.0,0.0,0.125
Dental office management software in australia or newzealand,Dentistry - Conference Series,https://dentistry.conferenceseries.com/,41st International Conference on Dentistry and Oral Care is going to be held from February 17-18  2020 at Sydney  Australia. Come witness world-renowned ...,dentistry.conferenceseries,"['88 Balmain St Cremorne, QUEENSLAND, 4011 Australia', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']","['contactus@conferenceseries.com', 'https://dentistry.conferenceseries.com/abstract-submission.php']","['1800-651-097', 'https://dentistry.conferenceseries.com/']","['dental health american dental association', 'dental conference', 'dentistry conference series', 'dentistry conference', 'dentistry series conferences conference series', 'australian dental association conference series', 'dentistry series conferences conference series llc ltd', 'dental centre southern dental society', 'malaysia dental care conference', 'dental prosthetics conference series llc ltd']","[['Dimosthenis Mantokoudis', 'CEO'], 'https://www.dentalcongress.com/asia-pacific/ocm/2015/dimosthenis-mantokoudis-the-australian-institute-of-dental-education-and-research-australia']","['Healthcare, Education', 'from_classification_model']",None,"['$1.14 billion USD', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",None,None,None,"['Proprietorship Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.dental_corporation_pty_ltd.e0792d4c7d701e8b44c99519d24adad7.html']",0.0,0.25,0.0,0.0,0.0625
Dental practice management software in australia or newzealand,Cliniko: Allied Health Practice Management Software,https://www.cliniko.com/,Cliniko cloud-based practice management software app for healthcare clinics and allied health professionals helps you manage your schedule  treatment ...,cliniko,"['31 Smart Rd Modbury, SOUTH AUSTRALIA, 5092 Australia', 'https://www.dnb.com/business-directory/company-profiles.pod_fit_adelaide_pty_ltd.344158f5a5b0d997f57f48ca23cf07c2.html']","['info@rehabguru.com', 'https://www.cliniko.com/connected-apps/rehab-guru/']","['+61-872269901', 'https://www.dnb.com/business-directory/company-profiles.pod_fit_adelaide_pty_ltd.344158f5a5b0d997f57f48ca23cf07c2.html']",None,"[['Joel Friedlaender', 'founder'], 'https://www.cliniko.com/blog/practice-tips/what-cliniko-founder-joel-friedlaender-has-learned-about-building-a-team-and-how-it-may-work-for-your-healthcare-business/']","['IT - Software, Education', 'from_classification_model']",None,"['$586,000 USD', 'https://www.dnb.com/business-directory/company-profiles.pod_fit_adelaide_pty_ltd.344158f5a5b0d997f57f48ca23cf07c2.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.pod_fit_adelaide_pty_ltd.344158f5a5b0d997f57f48ca23cf07c2.html']",0.0,0.0,0.0,0.0,0.0
Dental practice management system in australia or newzealand,BMC Medical Education | Home page,https://bmcmededuc.biomedcentral.com/,BMC Medical Education welcomes work focused on the training of healthcare professionals across all levels of education – from undergraduate to postgraduate ...,bmcmededuc.biomedcentral,None,"['info@biomedcentral.com', 'https://bmcmededuc.biomedcentral.com/articles/10.1186/1472-6920-9-27']","['+642-2017-0015', 'https://bmcmededuc.biomedcentral.com/articles/10.1186/s12909-019-1876-4']",None,None,"['Healthcare, Education', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
Dental management software in australia or newzealand,Power Diary,https://www.powerdiary.com/,The practice management software loved by over 27000 practitioners. Includes appointments  reminders  online bookings  notes  payments & more.,powerdiary,"['17 ARMSTRONG STREET BALLARAT CENTRAL, VICTORIA, 3350 Australia', 'https://www.dnb.com/business-directory/company-profiles.power_diary_pty_ltd.216230b68d08fbe47b7d0d99e56cd55e.html']",None,"['+61-1300755184', 'https://www.dnb.com/business-directory/company-profiles.power_diary_pty_ltd.216230b68d08fbe47b7d0d99e56cd55e.html']",None,"[['Damien Adler', 'CEO'], 'https://www.powerdiary.com/au/about/']","['IT - Software, Healthcare', 'from_classification_model']",None,"['$213,379 USD', 'https://www.dnb.com/business-directory/company-profiles.power_diary_pty_ltd.216230b68d08fbe47b7d0d99e56cd55e.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.power_diary_pty_ltd.216230b68d08fbe47b7d0d99e56cd55e.html']",0.0,0.0,0.75,0.0,0.1875
Dental practice management platform in australia or newzealand,Ongoing Disclosure Notice Disclosure of Directors and ... - AWS,http://nzx-prod-s7fsd7f98s.s3-website-ap-southeast-2.amazonaws.com/attachments/BGI/356301/326451.pdf,Jul 15  2020 - Sections 297(2) and 298(2)  Financial Markets Conduct Act 2013. To NZX Limited; and. Name of ... Class of affected quoted financial products:.,nzx-prod-s7fsd7f98s.s3-website-ap-southeast-2.amazonaws,None,None,None,None,None,"['Finance and insurance, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Software for dental laboratory in australia or newzealand,OzTREKK | Getting you from Eh to Oz since 2002,https://oztrekk.com/,OzTREKK is an official Canadian representative for a select group of world-class universities in Australia and New Zealand. Global education. Redefined.,oztrekk,"['221 Burwood Highway, Burwood, Victoria 3125 Australia', 'https://oztrekk.com/universities/deakin-university/']","['physio@oztrekk.com', 'https://oztrekk.com/programs/physiotherapy/']","['+61 2 6196 0196', 'https://oztrekk.com/how-we-help/student-visas/']","['students programs', 'international students universities', 'government student loan programs', 'australian students', 'australian university law programs', 'australian law school students', 'australian student visa applications', 'students', 'australian student visas', 'student experiences']",None,"['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Software for dental laboratory in australia or newzealand,NZIDT – New Zealand Institute of Dental Technologists,https://www.nzidt.org.nz/,The New Zealand Institute of Dental Technologists (NZIDT) is a professional network ... The NZIDT was incorporated in September 1977  following a merger of the New Zealand Dental Technicians Society and the ... Email: admin@nzidt.org.nz.,nzidt,"['1990 – 1997 to Senior Lecturer, University of Otago 1997', 'http://www.nzidt.org.nz/events/past-events/nzidt-conference-2017/']","['admin@nzidt.org.nz', 'https://www.nzidt.org.nz/nzidt-conference-2020/']","['+64 27 547 8953', 'https://www.nzidt.org.nz/events/past-events/']","['dental technology', 'dental laboratory technology', 'dental laboratory', 'clinical dental technology', 'olivier tric dental laboratory', 'dental technician', 'international dental education olivier', 'international dental education', 'dental department', 'quintessence dental technology']","[['TAOUFIK ELIDRISSI', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.nzidt_limited.0c4de2d4d20fc42bbc67778888d7086f.html']","['Healthcare, Agriculture', 'from_classification_model']","[' 8 May 2013', 'https://opencorporates.com/companies/nz/4429638']","['$397,000 USD', 'https://www.dnb.com/business-directory/company-profiles.nzidt_limited.0c4de2d4d20fc42bbc67778888d7086f.html']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/4429638']",None,"['Limited\xa0Company Independent', 'https://www.dnb.com/business-directory/company-profiles.nzidt_limited.0c4de2d4d20fc42bbc67778888d7086f.html']",0.25,0.25,0.375,0.0,0.21875
