title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
iSafe Risk Management,https://www.isafe.net.au/,The iSafe Risk Management program undertakes health and safety ... In each video see APSCo Australia Managing Director and founder of the iSafe Program  ...,isafe.net.au,"['WAGGA WAGGA2650New South WalesAustralia', 'https://opencorporates.com/companies/au/628183620']","['info@safetyculture.io', 'https://www.crunchbase.com/organization/safetyculture']","['+61 3 9555 3855', 'https://www.isafe.net.au/']","['safety risks', 'work health safety', 'isafe program participants labour hire agency', 'safety laws', 'isafe risk management program', 'safety', 'safety controls', 'host client sites', 'safety levels', 'safety situations']","[['Julie Mills', 'founder'], 'https://www.isafe.net.au/']","[['AppsCollaborationDeveloper PlatformiOSPublic SafetySoftware'], 'https://www.crunchbase.com/organization/safetyculture']","['Mar 12, 2004', 'https://www.crunchbase.com/organization/safetyculture']",None,None,"[' Townsville, Queensland, Australia', 'https://www.crunchbase.com/organization/safetyculture']",None,"['Private', 'https://www.crunchbase.com/organization/safetyculture']",0.0,0.25,0.0,0.0,0.0625
Desktop Engineering,https://www.dte.co.uk/,Accredited UK CAD CAM CAE FEA PLM CNC software  consultancy  training: Dassault Systemes  MSC Software; ICAM Technologies: #3DEXPERIENCE,desktop-engineering,"['Mezzanine Level, 44 Market St, Sydney NSW 2067', ['Engineers Australia Sydney, address', 'knowledge_panel']]",None,"['+61-394995749', 'https://www.dnb.com/business-directory/company-profiles.desktop_concepts_pty_ltd.82ee6d6563c1b909.html']",None,"[['Bronwyn Evans', 'CEO'], 'https://www.thefifthestate.com.au/jobs-news/dr-bronwyn-evans-appointed-engineers-australia-chief-executive-officer/']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,"['$186,414 USD', 'https://www.dnb.com/business-directory/company-profiles.desktop_concepts_pty_ltd.82ee6d6563c1b909.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.desktop_concepts_pty_ltd.82ee6d6563c1b909.html']",0.0,0.0,0.0,0.0,0.0
Sentrient: Compliance System_ Compliance Courses ...,https://www.sentrient.com.au/,Workplace Compliance Systems & Courses. Sentrient offers #1 workplace compliance system with compliance management training courses for Australian ...,sentrient,"['Level  1 , 1 Queens Road, Melbourne VIC 3004', 'https://www.sentrient.com.au/prevention-is-better-than-cure']","['info@sentrient.com.au', 'https://www.crunchbase.com/organization/sentrient']","['1300 040 589', 'https://www.crunchbase.com/organization/sentrient']","['workplace compliance policy', 'bullying policy workplace policy template', 'sentrient online workplace compliance system', 'online workplace compliance courses', 'online workplace compliance system', 'online workplace compliance management system', 'online workplace compliance training', 'workplace policy template', 'workplace compliance systems', 'online workplace compliance training program']","[['Gavin Altus ', 'Managing Director_Sentrient'], 'None']","[['ComplianceEducationRisk ManagementSaaSSoftware'], 'https://www.crunchbase.com/organization/sentrient']","['Jan 1, 2015', 'https://www.crunchbase.com/organization/sentrient']","['1.4M', 'https://app.avention.com/company/498659f8-a663-3713-8fe7-2d904d08ba16#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/sentrient']","['4', 'https://app.avention.com/company/498659f8-a663-3713-8fe7-2d904d08ba16#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/sentrient']",1.0,0.375,0.375,0.0,0.4375
Green Hub Appliances_Best ever home appliances at best price,https://www.ghai.com.au/,ghai.com.au Green Hub Applience has a biggest collection of Fridges  Tvs  Washers  Dryers  Furnitures and Other Electronics_ghai.com.au Green Hub Applience has a biggest collection of Fridges  Tvs  Washers  Dryers  Furnitures and Other Electronics. Green Hub Applience has delivery in Sydney  Melbourne  Adelaide and Hobart_ghai.com.au Green Hub Applience has a biggest collection of Fridges  Tvs  Washers  Dryers  Furnitures and Other Electronics,ghai,"['2 Holt Street Surry Hills, HOLLOW TREE, 2010 Australia', 'https://www.ghai.com.au/cart/?remove_item=18ead4c77c3f40dabf9735432ac9d97a&_wpnonce=c7d71488ef']","['sales@ghai.com.au', 'https://www.ghai.com.au/']","['+61406676786', 'https://www.ghai.com.au/']","['brand new factory second hisense 435l refrigerator', 'brand new factory second hisense 453l refrigerator', 'brand new factory', 'brand new pocket spring mattresses', 'brand new pocket spring', 'brand new pocket spring mattresses vaccum', 'brand new single', 'new pocket spring mattresses vaccum', 'refrigerator dimensions westinghouse', 'quad door refrigerator']","[['NIKHIL GHAI', 'Owner'], 'https://www.dnb.com/business-directory/company-profiles.nikhil_ghai.f20f19a4e1640bba75c0383599395404.html']","['Manufacturing, Arts, entertainment and recreation', 'from_classification_model']","['18 March 2020', 'https://opencorporates.com/companies/au/639838421']","['$272,529 USD', 'https://www.dnb.com/business-directory/company-profiles.nikhil_ghai.f20f19a4e1640bba75c0383599395404.html']",None,"['Australia', 'https://opencorporates.com/companies/au/639838421']",None,"['Sole\xa0Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.nikhil_ghai.f20f19a4e1640bba75c0383599395404.html']",0.25,0.25,0.75,0.0,0.3125
Focus Network: Corporate Home,https://focusnetwork.co/,We at Focus Network like to be known as much more than just an events company; we class ourselves as a data-driven information hub for senior-level executives to leverage their learnings from  while at the same time assisting businesses in connecting with the most relevant technology partners to frame new relationships.Our vision is to provide business leaders with platforms and knowledgeable content that continually assist them in growing and evolving their organisations.,focusnetwork,"['27 /888 Pittwater Road, Dee Why NSW 2099 Australia', 'https://focusnetwork.co/']","['nick@mediacorpinternational.com', 'https://focusnetwork.co/the-2nd-annual-cxo-leaders-summit-singapore-is-just-over-4-weeks-away-and-is-now-entering-its-final-stages-for-registration/']","['+61 (0) 421 055 326', 'https://focusnetwork.co/the-2nd-annual-cxo-leaders-summit-singapore-is-just-over-4-weeks-away-and-is-now-entering-its-final-stages-for-registration/']","['security businesses', 'business leaders', 'helping businesses', 'new technology solutions', 'business risk', 'technology experience', 'virtual event cio leaders summit australia', 'new technology', 'business operations', 'technology leaders']","[['Glenn Riseley', 'CEO'], 'https://focusnetwork.co/ohsleaders.com.au/interview-glenn-riseley/']","['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
Safety Software for your Workplace_ EasyOHS,http://www.easyohs.com.au/,Be up and running in less than 30 minutes with an easy to use OHS software system  EasyOHS,easyohs,"['PO Box 962 Parkes NSW 2870', 'http://www.easyohs.com.au/contact.html']","['support@easyohs.com.au', 'http://www.easyohs.com.au/contact.html']","['1300 327 964', 'http://www.easyohs.com.au/pricing/support.html']","['workplace safety', 'managing workplace safety', 'workplace safety requirements', 'workplace safety laws', 'workplace safety improvements', 'workplace safety breaches', 'safety procedures', 'safety management plans', 'proficient safety systems', 'numerous safety systems']","[['VIRGIL PETER GROSVENOR', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.easyohs_pty_ltd.65849ca8f030229c.html']","['IT - Software, Education', 'from_classification_model']","['14 March 2019', 'https://opencorporates.com/companies/au/632270672']","['$904,699 USD', 'https://www.dnb.com/business-directory/company-profiles.easyohs_pty_ltd.65849ca8f030229c.html']",None,"['Australia', 'https://opencorporates.com/companies/au/632270672']",None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.easyohs_pty_ltd.65849ca8f030229c.html']",0.25,0.25,0.0,0.0,0.125
Mathletics | Online Math Program For In Class and Distance ...,https://www.mathletics.com/,"Mathletics is the award-winning companion tool for educators to help students learn Maths. Engaging  fun  and and aligned to the Australian school curriculum._Mathletics is the award-winning companion tool for educators to help students learn Maths. Engaging  fun  and and aligned to the Australian school curriculum._NEW SURVEY! Tell us how we can help you thrive in the classroom 

The maths platform for educators and learners. 

Welcome to Mathletics! Supporting mathematics learning for students across Australia  both in the classroom and at home  through interactive activities  games and challenges. Free Trial for Schools Free Trial for Home Users",mathletics,"['Level 18, 124 Walker Street North Sydney, NSW 2060 Australia', 'https://www.mathletics.com/au/contact/']","['mathletics-logo@1x.svg', 'https://www.mathletics.com/au/']","['+64 9 523 8024', 'https://www.mathletics.com/au/contact/']","['mathletics mathletics', 'student learning mathletics', 'mathletics mathletics tracking', 'student learning', 'local school curricula mathletics activities', 'mathletics games', 'new mathletics', 'mathletics reports', 'assessments mathletics', 'mathletics plan']","[['Kellie Baker ', '3P Learning Regional Manager_3P ...'], 'from linkedin search google']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
SafetyCulture | Safety Compliance for Australian & New ...,https://safetyculture.com.au/,Providing Occupational Health & Safety documents since 2004. Our extensive library includes SWMS  management systems  management plans  essential ...,safetyculture,"['PO Box 7175 , Garbutt QLD 4814 Australia', 'https://safetyculture.com.au/terms-and-conditions/']","['info@safetyculture.io', 'https://www.crunchbase.com/organization/safetyculture']","['1300306604', 'https://safetyculture.com.au/swms-template/']","['safe work method', 'safe work method statement', 'related safe work method statements', 'agriculture safe work method statement', 'new safe work method statements', 'work method statement', 'safe work method statements', 'installation safe work method statement', 'general work plumbing hazards', 'other information']","['Luke Anear', 'founder(s)', 'https://www.crunchbase.com/organization/safetyculture']","[['AppsCollaborationDeveloper PlatformiOSPublic SafetySoftware'], 'https://www.crunchbase.com/organization/safetyculture']","['Mar 12, 2004', 'https://www.crunchbase.com/organization/safetyculture']","['20M', 'https://app.avention.com/company/01a6934a-3cb8-333e-95d8-273dcc4d0cd5#report/company_summary']",None,"[' Townsville, Queensland, Australia', 'https://www.crunchbase.com/organization/safetyculture']","['35', 'https://app.avention.com/company/01a6934a-3cb8-333e-95d8-273dcc4d0cd5#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/safetyculture']",0.25,0.25,0.75,0.0,0.3125
Workplace Health & Safety Show,https://www.whsshow.com.au/,,whsshow,"['1 Convention Centre Pl, South Wharf VIC 3006', 'https://www.whsshow.com.au/whssblogfeeder/exhibition-leads-the-way-in-safety']","['info@actaustralia.net.au', 'https://www.whsshow.com.au/whssblogfeeder/making-it-real-making-them-feel']","['+61 8 9381 3802', 'https://www.whsshow.com.au/whssblogfeeder/making-it-real-making-them-feel']","['safety management systems', 'safety management', 'safety systems', 'workplace safety', 'worker safety', 'safety technologies', 'better workplace safety', 'employee safety', 'safety management software', 'height safety systems']",None,"['IT - Software, Services - professional, scientific, and technical', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
JS Easy...Job safety...Easy,https://www.jseasy.com.au/,Not from Australia? Select the flag of your region to learn about and/or purchase JSEAsy software best suited to you. Find Out More. US. AU. CA. NZ. UK ...,jseasy,"['12 Pearson Street Clarence Gardens, South Australia, 5039 Australia', 'https://app.avention.com/company/8d66860a-356c-3824-9e02-5138d4d7ebd6#report/company_summary']","['sales@jseasy.com.au', 'https://www.crunchbase.com/organization/jseasy']","['+61 8 7079 0512', 'https://www.jseasy.com.au/shop/whs%20statutory%20declaration/whs%20documentation%20-%20customised/page/shop/detail']","['whs form', 'whs safety policy', 'whs policy product code', 'whs policy', 'whs', 'whs compliance', 'whs policy statement', 'whs forms product code', 'whs manual', 'whs manual premium']","[['Scott Leblanc', 'Director'], 'https://app.avention.com/company/8d66860a-356c-3824-9e02-5138d4d7ebd6#report/company_summary']","[['Public SafetySoftware'], 'https://www.crunchbase.com/organization/jseasy']","['2007', 'https://www.crunchbase.com/organization/jseasy']","['275k', 'https://app.avention.com/company/8d66860a-356c-3824-9e02-5138d4d7ebd6#report/company_summary']",None,"[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/jseasy']","['4', 'https://app.avention.com/company/8d66860a-356c-3824-9e02-5138d4d7ebd6#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/jseasy']",0.0,0.25,0.0,0.0,0.0625
iTWire - Technology News_ Technology Jobs Australia,https://www.itwire.com/,iTWire Technology News & Jobs Australia.,itwire,"['1/9 Dadley St, Alexandria NSW 2015', ['iTWire Technology News Sydney, address', 'knowledge_panel']]","['andrew.matler@itwire.com', 'https://www.crunchbase.com/organization/itwire']","['+614122390000', 'https://www.itwire.com/component-k2-38300']","['promapp business process', 'new processes', 'new zealand business process management software company', 'ongoing business process improvement', 'core business processes', 'process management', 'process information', 'managing processes', 'process improvements', 'internet services provider']","[['Narelle Clark', 'CEO'], 'https://www.itwire.com/people-moves/narelle-clark-appointed-ceo-of-internet-association.html']","[['NewsPublishing'], 'https://www.crunchbase.com/organization/itwire']","['2005', 'https://www.crunchbase.com/organization/itwire']",None,None,None,None,"['Private', 'https://www.crunchbase.com/organization/itwire']",0.0,0.25,0.0,0.0,0.0625
SAI Global® Assurance: Home Page,https://saiassurance.com.au/,Each year  the SAI Assurance team delivers more than 125 000 audits and training courses to over 100 000 people across 130 countries.,saiassurance,"['Level  37 , 680 George Sydney, Sydney NSW 2000', 'https://saiassurance.com.au/contact-us/']","['affiliates@saiglobal.com', 'https://saiassurance.com.au/SAICAP']","['+61 2 8206 6060', 'https://saiassurance.com.au/contact-us/']","['sai global management', 'sai global assurance', 'quality management training sai global assurance', 'sai global assurance training solutions', 'sai global assurance learning', 'sai global auditors', 'contact sai global assurance', 'sai global assurance personnel', 'residues sai global assurance', 'leading workplace safety organisation sai global']",None,"['Agriculture, Utilities', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
ASSA - Advanced Safety Systems Australia and New Zealand,http://www.assa.com.au/,ASSA - Advanced Safety Systems Australia and New Zealand.,assa,"['1300 131 014 Auckland 9887', 'http://www.assa.com.au/terms']","['tess.barone@placard.com.au', 'https://www.crunchbase.com/organization/placard']","['+61 7 3275 7922', 'http://www.assa.com.au/contact']","['personal information', 'information', 'version controlled assa document management', 'more information', 'payment information', 'transaction information', 'sensitive information', 'nz already trust assa', 'assa group pty ltd', 'assa services']","[['Simon Alexander Ellis', 'Director'], 'https://app.avention.com/company/bd5b2921-0e1c-3bbb-88f0-a3cfa58c321e#report/company_summary']","[['ManufacturingPersonalizationPlastics and Rubber Manufacturing'], 'https://www.crunchbase.com/organization/placard']","['1987', 'https://www.crunchbase.com/organization/placard']","['225M', 'https://app.avention.com/company/bd5b2921-0e1c-3bbb-88f0-a3cfa58c321e#report/company_summary']",None,"[' Bayswater, Victoria, Australia', 'https://www.crunchbase.com/organization/placard']","['647', 'https://app.avention.com/company/bd5b2921-0e1c-3bbb-88f0-a3cfa58c321e#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/placard']",0.25,0.25,0.0,0.0,0.125
TechnologyOne - Global SaaS ERP Solution,https://technologyonecorp.com/,The TechnologyOne global SaaS ERP solution delivers the TechnologyOne enterprise suite as a service through the cloud to our customers.,technologyonecorp,"['Level 6, 420 St Kilda Road Melboune VIC 3004', 'https://technologyonecorp.com/company/contact-us']","['registrars@linkmarketservices.com.au', 'https://technologyonecorp.com/company/investors']","['+61 (8) 8373 8501', 'https://technologyonecorp.com/company/contact-us']","['technologyone solutions', 'technologyone onecouncil solution customer', 'technologyone saas', 'technologyone oneasset solution', 'existing technologyone systems', 'technologyone customer', 'technologyone’s onecouncil solution', 'existing technologyone software', 'technologyone asset management software', 'technologyone’s asset lifecycle management solution']","['Adrian Di Marco', 'founder(s)', 'https://www.crunchbase.com/organization/technology-one']","[['CRMEnterprise SoftwareInformation TechnologyInfrastructureSoftware'], 'https://www.crunchbase.com/organization/technology-one']","['1987', 'https://www.crunchbase.com/organization/technology-one']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/technology-one']",None,"['Public', 'https://www.crunchbase.com/organization/technology-one']",0.25,0.25,0.0,0.0,0.125
Teacher Superstore: Educational Resources & Classroom ...,https://www.teachersuperstore.com.au/,Buy primary and secondary school classroom supplies  educational resources  teaching materials and stationery  blackline masters and software for learning.,teachersuperstore,"['25 Hutton St, Osborne Park WA 6017', ['Teacher Superstore, address', 'knowledge_panel']]","['info@teachersuperstore.com.au', 'https://www.teachersuperstore.com.au/privacy-policy/']","['+61-862269918', 'https://www.dnb.com/business-directory/company-profiles.teaching_shop_pty_ltd.119d6caba5ed69f35706511aba39b62e.html']","['australian curriculum resources', 'australian curriculum', 'australian curriculum teaching guides', 'australian curriculum content descriptions', 'teacher book', 'student learning', 'student practice', 'other teacher superstore users', 'student workbook', 'students']","[['ROBERT JOHN BOULTON', 'Director'], 'https://www.dnb.com/business-directory/company-profiles.teaching_shop_pty_ltd.119d6caba5ed69f35706511aba39b62e.html']","['Education, Agriculture', 'from_classification_model']",None,"['$36.95 million USD', 'https://www.dnb.com/business-directory/company-profiles.teaching_shop_pty_ltd.119d6caba5ed69f35706511aba39b62e.html']",None,None,None,"['Proprietorship Independent', 'https://www.dnb.com/business-directory/company-profiles.teaching_shop_pty_ltd.119d6caba5ed69f35706511aba39b62e.html']",0.75,0.0,0.0,0.0,0.1875
Welcome to ASG,https://www.asg.com.au/,ASG is a member owned organisation which supports parents to invest in their children's education journey.,asg,"['3 , Melbourne VIC 3001', 'https://www.asg.com.au/complaints-faq']","['enquiries@oaic.gov.au', 'https://www.asg.com.au/about-asg/privacy-policy']","['+61 2 9284 9749', 'https://www.asg.com.au/about-asg/privacy-policy']","['personal information asg', 'other information', 'such information', 'credit information', 'personal information', 'information', 'credit eligibility information', 'financial information', 'credit reporting information', 'credit worthiness information']","[['Ross Higgins', 'CEO'], 'https://www.asg.com.au/about-asg/governance/board-of-directors']","['Finance and insurance, Healthcare', 'from_classification_model']","['17 August 2020', 'https://opencorporates.com/companies/au/643570450']","['$145.38 million USD', 'https://www.dnb.com/business-directory/company-profiles.asg_group_limited.7c2f7c036f51ec81ab4e8c285d71c6c6.html']",None,"['Australia', 'https://opencorporates.com/companies/au/643570450']",None,"['Public\xa0Limited\xa0Company Subsidiary', 'https://www.dnb.com/business-directory/company-profiles.asg_group_limited.7c2f7c036f51ec81ab4e8c285d71c6c6.html']",0.25,0.25,0.0,0.0,0.125
ClassCover - Connecting Schools with Relief Teachers,https://www.classcover.com.au/,ClassCover makes it simple for Schools to connect to Relief Teachers. We have 2 200+ Schools and 50 000+ Relief Teachers from Australia & New Zealand.,classcover,"['Suite  2 , Level 15, 189 Kent St Sydney, NSW 2000 Australia', 'https://www.classcover.com.au/terms-and-conditions/']","['info@classcover.com.au', 'https://www.classcover.com.au/']","['1300 650 442', 'https://www.classcover.com.au/']","['schools relief teachers', 'school teachers', 'classcover schools', 'nsw public schools teacher approval', 'more casual relief teachers', 'relief teacher bookings', 'classroom teachers', 'other teachers', 'other casual teachers', 'full time teachers']","[['Ben Grozier', 'founder'], 'https://www.crunchbase.com/person/ben-grozier']","['Education, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,1.0,0.25,0.0,0.0,0.3125
RLDatix - Put Patients First | Start your patient safety journey ...,https://rldatix.com/,Learn how RLDatix is driving the future of patient safety by helping healthcare ...,rldatix,"['Level  10 , 71 Queens Road, Melbourne VIC Australia 3004', 'https://rldatix.com/en-nam/contact']","['sachin.agrawal@datixhealth.com', 'https://rldatix.com/en-nam/company/news/press-releases/%e2%80%8brl-solutions-and-datix-to-join-forces']","['+61 3 9686 0009', 'https://rldatix.com/en-nam/contact']","['rldatix patient safety software', 'patient safety data', 'patient safety incidents', 'patient safety software', 'rldatix patient safety', 'patient safety processes', 'patient safety solutions', 'improved patient safety processes', 'patient safety learnings', 'patient safety reporting']","[['Jeffery Surges', 'Director'], 'https://app.avention.com/company/91dbe630-fc9a-3985-8380-4b2ade46ca20#report/company_summary']","['Consulting Services', 'https://app.avention.com/company/91dbe630-fc9a-3985-8380-4b2ade46ca20#report/company_summary']",None,"['2.6M', 'https://app.avention.com/company/91dbe630-fc9a-3985-8380-4b2ade46ca20#report/company_summary']",None,None,"['24', 'https://app.avention.com/company/91dbe630-fc9a-3985-8380-4b2ade46ca20#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/91dbe630-fc9a-3985-8380-4b2ade46ca20#report/company_summary']",0.25,0.25,0.0,0.0,0.125
AZSLIDE.COM: Download PDF Documents Professional ...,https://azslide.com/,Publishing resources to help & inspire you at every stage. Write a book  elevate your profile  build a business. Upload ideas and beginner tips to get you started.,azslide,"['202 Westlake Ave. North Seattle WA 9810', 'https://silo.tips/download/don-appleton-senior-engineering-manager-harris-rf-communications-1909-baird-rd-p']",None,"['+6420000642', 'https://silo.tips/download/regulamin-konkursu-dla-studentow-magisterka-z-edf']","['concurso de determinación de tipo de bienes del gobierno de canarias memoria justificativa', 'de produção de texto', 'la comisión de procesos de contratación administrativa de servicios', 'presentación de la propuesta de la', 'de macroeconomía la oferta de', 'de planta jovem e de planta', 'integral de la situación de la infancia', 'brusone de genótipos de trigo comum', 'presentación de la propuesta de la universitatde barcelona', 'de la']",None,"['Healthcare, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Spectronics - Inclusive Learning Technologies,https://www.spectronics.com.au/,Local T: (07) 3808 6833. F: (07) 3808 6108. E: mail@spectronics.com.au  International T: +61 7 3808 6833. F: +61 7 3808 6108. W: www.spectronics.com.au ...,spectronics,"['158 Ferny Avenue   Surfers Paradise Queensland 4217 AUSTRALIA', 'https://www.spectronics.com.au/conference/2010']","['support@cogniom.com', 'https://www.crunchbase.com/organization/cogniom']","['+61 7 3808 6833', 'https://www.spectronics.com.au/']","['mobile learning inclusive learning technologies conference', 'inclusive learning technologies conference', 'spectronics activity exchange inclusive learning technologies conference', 'archive inclusive learning technologies conference', 'rss feed inclusive learning technologies conference', 'support technologies', 'assistive technologies mobile learning', 'struggling students', 'support technologies single days', 'literacy support tools']","[['Jane Farrall', 'CEO'], 'http://www.spectronics.com.au/article/jane-farrall-4']","[['EducationInformation TechnologySaaSSoftware'], 'https://www.crunchbase.com/organization/cogniom']","['Mar 29, 2018', 'https://www.crunchbase.com/organization/cogniom']","['6.5M', 'https://app.avention.com/company/2dec7ceb-0c9a-3653-afe8-30b89aff7bc6#report/company_summary']",None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/cogniom']","['16', 'https://app.avention.com/company/2dec7ceb-0c9a-3653-afe8-30b89aff7bc6#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/cogniom']",0.25,0.25,0.0,0.0,0.125
Civica Education: Civica Education,https://civicaeducation.com.au/,,civicaeducation,"[""Level  10 , 163-175 O'Riordan St Mascot, NSW 2020"", 'https://civicaeducation.com.au/maze-training-courses-western-australia/']","['customer.service.centre@det.wa.edu.au', 'https://civicaeducation.com.au/support/integris-support/']","['+618 6466 2999', 'https://civicaeducation.com.au/maze-training-courses-western-australia/']","['civica schools', 'maze school management platforms', 'school management systems', 'school devices', 'schools', 'civica education staff', 'maze data', 'school management', 'remote schools', 'many schools']","[['Iain Finlayson', 'Managing_Director'], 'https://au.linkedin.com/in/iain-finlayson-2306434a']","['IT - Software, Education', 'from_classification_model']","['18 August 2004', 'https://opencorporates.com/companies/nz/1546597']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/1546597']",None,"['Overseas ASIC Company', 'https://opencorporates.com/companies/nz/1546597']",0.625,0.25,0.0,0.0,0.21875
AroFlo: Job Management Software For Tradies | Built by Tradies,https://aroflo.com/,3 days ago - Job management software designed for trades people. Field management systems for automated workflow and business processes.,aroflo,"['Suite  13 , 2 nd Floor 12 Maroondah Highway Ringwood VIC 3134 Australia', 'https://aroflo.com/aroflo-fair-use-policy/']","['info@aroflo.com', 'https://aroflo.com/aroflo-fair-use-policy/']","['1300 794 818', 'https://www.crunchbase.com/organization/aroflo']","['aroflo aroflo', 'business aroflo', 'using aroflo', 'aroflo staff', 'aroflo clients', 'accounting data aroflo', 'new business', 'create checklist aroflo', 'field service businesses', 'aroflo field']","[['Guy Laurence Arrowsmith', 'Director'], 'https://app.avention.com/company/949bcc6f-6b8c-332e-b465-c0dab0e0a9a9#report/company_summary']","[['SaaSSoftware'], 'https://www.crunchbase.com/organization/aroflo']",None,"['1.7M', 'https://app.avention.com/company/949bcc6f-6b8c-332e-b465-c0dab0e0a9a9#report/company_summary']",None,"[' Ringwood, Victoria, Australia', 'https://www.crunchbase.com/organization/aroflo']","['25', 'https://app.avention.com/company/949bcc6f-6b8c-332e-b465-c0dab0e0a9a9#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/aroflo']",1.0,0.375,0.75,0.0,0.53125
NZRelo -The Home of Kiwis in Australia & Relocating to ...,https://www.nzrelo.com/,NZRelo The Home of Kiwis in Australia & Moving to Australia is the greatest website specifically built for New Zealanders relocating - Citizenship Advice  ...,nzrelo,"['89 Sovereign Dr Two Rocks, Western Australia, 6037 Australia', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['renei@nzrelo.com.au', 'https://www.nzrelo.com/reece-adams-fund/']","['+61407505997', 'https://www.nzrelo.com/forums/reply/1041487/']","['new zealand roads', 'new zealand driving times', 'forums new zealand', 'new zealand driving holidays', 'amazing scenery new zealand', 'new south', 'new south wales', 'drivers', 'victoria new zealand rental cars reply', 'primary school australia rental cars driving restrictions australia toyota rav4']","[['Mark Berger', 'founder'], 'https://www.nzrelo.com/nzrelo-brings-on-kiwi-finance-specialist-budget-advisor-for-their-members/']","['Employment Services', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['22 February 2017', 'https://opencorporates.com/companies/nz/6241687']","['2.2M', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']",None,"['New Zealand', 'https://opencorporates.com/companies/nz/6241687']","['6', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']","['Private Independent', 'https://app.avention.com/company/c6105558-67d8-3b5d-8c0c-6d2c3874ee1b#report/company_summary']",0.375,0.25,0.375,0.0,0.25
Action OHS Consulting,https://www.actionohs.com.au/,Action OHS Consulting OHS Consultants accredited provider offering the WorkSafe Victoria OHS Essentials Program ... Email: info@actionohs.com.au. ABN: 67 ...,actionohs,None,"['info@actionohs.com.au', 'https://www.actionohs.com.au']","['1300 101 647', 'https://www.actionohs.com.au']","['workplace safety', 'safety business', 'worker safety', 'safety practices', 'safety consultants', 'safety legislation', 'effective workplace safety based consultation', 'safety equipment', 'safety processes', 'safety laws']","[['Craig Salter ', 'Director and Lead OHS Consultant ..._LinkedIn'], 'from linkedin search google']","['Manufacturing, IT - Software', 'from_classification_model']",None,None,None,None,None,None,0.0,0.25,0.0,0.0,0.0625
