search_text,title,link,description,comp_name,address,email,telephone_number,keywords,contact_person,type_or_sector,founded_year,revenue,funding,headquarters,No_of_employees,company_status,address_confidence,tp_confidence,headquarters_confidence,contact_confidence,Total_confidence
Regulatory compliance software in australia or newzealand,PackagingLaw.com |,https://www.packaginglaw.com/,PackagingLaw.com® invites you to submit a question related to the regulations of packaging materials to our Keller and Heckman packaging attorneys.,packaginglaw,"['2015 ”) with SA 4935', 'https://www.packaginglaw.com/news/us-senate-approves-bioengineered-food-labeling-bill']","['keithline@khlaw.com', 'https://www.packaginglaw.com/our-team/jeffrey-keithline']",None,None,"[['Kathryn Coniglio Skaggs ', 'Associate_Keller and ...'], 'from linkedin search google']","['Manufacturing, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Community care software in australia or newzealand,Salesforce: We Bring Companies and Customers Together,https://www.salesforce.com/,Personalize every experience along the customer journey with the Customer 360. Unify marketing  sales  service  commerce  and IT on the world's #1 CRM.,salesforce,"['Level 12, Tower 3 Darling Park, 201 Sussex Street, Sydney NSW 2000 Australia', 'https://www.salesforce.com/au/?ir=1']","['sales@cloudmasons.com.au', 'https://www.crunchbase.com/organization/cloudmasons']","['+612-6272-1441', 'https://www.salesforce.com/kr/']","['de generación de', 'de la sécurité de nos', 'responsable de la protection de votre mot de passe', 'désactivation de la collecte de', 'auprès de l’autorité de', 'moyen de témoins de', 'de la limitation de l’accès', 'de confidentialité ou de sécurité', 'afronden van de cursus hebben de leerlingen de mogelijkheid', 'de supprimer entièrement de nos']","[['Pip Marlow', 'CEO'], 'https://www.salesforce.com/au/blog/authors/pip-marlow']","[['Cloud Data ServicesMobile AppsReal Estate'], 'https://www.crunchbase.com/organization/cloudmasons']","['2015', 'https://www.crunchbase.com/organization/cloudmasons']","['163k', 'https://app.avention.com/company/310d38c0-ec5f-3547-a235-44233a146881#report/company_summary']","['$138.1M', 'None']","[' Adelaide, South Australia, Australia', 'https://www.crunchbase.com/organization/cloudmasons']","['1,250', 'None']","['Private', 'https://www.crunchbase.com/organization/cloudmasons']",0.25,0.25,0.0,0.0,0.125
Governance risk software in australia or newzealand,Resolver: Risk & Incident Management Cloud Platform | IRM ...,https://www.resolver.com/,Resolver's integrated cloud platform supports risk and incident management process to protect your employees  customers  data  brand  inventory and ...,resolver,"['L 16 175 Pitt Street Sydney, New South Wales, 2000 Australia', 'https://app.avention.com/company/5e9620fc-b9bb-3082-bb17-bdab8d83868e#report/company_summary']","['info@resolvesoftwaregroup.com', 'https://www.crunchbase.com/organization/resolve-software-group']","['+61 3 8831 8900', 'https://www.crunchbase.com/organization/resolve-software-group']",None,"[['Steve Hoy', 'CEO'], 'https://au.linkedin.com/in/steve-hoy-94a57014']","[['CMSComputerSoftware'], 'https://www.crunchbase.com/organization/resolve-software-group']","['1994', 'https://www.crunchbase.com/organization/resolve-software-group']","['326k', 'https://app.avention.com/company/5e9620fc-b9bb-3082-bb17-bdab8d83868e#report/company_summary']",None,"[' Box Hill, Victoria, Australia', 'https://www.crunchbase.com/organization/resolve-software-group']","['4', 'https://app.avention.com/company/5e9620fc-b9bb-3082-bb17-bdab8d83868e#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/resolve-software-group']",0.0,0.0,0.0,0.0,0.0
Risk management software in australia or newzealand,MSC Global | WE SIMPLIFY THE CERTIFICATION PROCESS,https://mscglobal.com.au/,Client feedback. Professionalism of MSC Global staff at all levels. Allied Biotech (Australia) Pty Ltd. The Audit was comprehensive  however did not affect our day ...,mscglobal,"['1300 592 710  Victoria Head Office 242 Hawthorn Road Caulfield VIC 3161', 'https://mscglobal.com.au/contact-us/']","['yulius@mscglobal.com.au', 'https://mscglobal.com.au/contact-us/']","['1300 592 710', 'https://mscglobal.com.au/iso-survey-confirms-a-boost-in-management-systems/']","['certification msc global', 'system msc global', 'msc global services', 'msc global indonesia', 'msc global’s certification panel', 'msc global’s services', 'msc global indonesia latest news iso', 'management systems certification global pty ltd', 'simple systems simple certification process', 'certification certification services']","[['Sharon Pert ', 'Client Liaison Executive (contract role ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.25,0.75,0.0,0.0,0.25
Incident response software in australia or newzealand,Clyde & Co LLP,https://www.clydeco.com/en,Clyde & Co is a dynamic  rapidly expanding global law firm committed to operating in a responsible way. Find out more. Stay up to date with ...,clydeco,"['L 15 333 George St Sydney, New South Wales, 2000 Australia', 'https://app.avention.com/company/8f68e335-8d4e-3375-aacf-75250ea3deff#report/company_summary']","['meredith.werner@clydeco.us', 'https://www.clydeco.com/en/people/w/meredith-e-werner']","['+61-292104400', 'https://www.dnb.com/business-directory/company-profiles.clyde__co_%28australia%29_llp.63f3a85e0841bed48ad23f5deacad000.html']","['complex insurance coverage actions', 'general liability insurance', 'insurance companies', 'insurance claim defense work', 'insurance coverage issues', 'insurance products', 'international insurance markets', 'new insurance business', 'insurance regulatory matters', 'insurance regulatory issues']","[['Matthew Kelsall', 'CEO'], 'https://www.clydeco.com/en/about/news/2019/10/matthew-kelsall-appointed-as-clyde-cos-new-chief-e']","['Legal Services', 'https://app.avention.com/company/8f68e335-8d4e-3375-aacf-75250ea3deff#report/company_summary']",None,"['6.4M', 'https://app.avention.com/company/8f68e335-8d4e-3375-aacf-75250ea3deff#report/company_summary']",None,None,"['120', 'https://app.avention.com/company/8f68e335-8d4e-3375-aacf-75250ea3deff#report/company_summary']","['Private Independent', 'https://app.avention.com/company/8f68e335-8d4e-3375-aacf-75250ea3deff#report/company_summary']",0.5,0.25,0.0,0.0,0.1875
Risk management software australia,Enterprise Risk Management Software Australia | Riskcompro,http://www.riskcompro.com/,RISKCOMpro is a leading cloud-based enterprise risk management softrware tool providing excellent benefits to organisations in Australia & beyond. Click here ...,riskcompro,"['Suite  17 /1904 Beach Road, MALAGA Western Australia 6090', 'http://www.riskcompro.com/contact']",None,None,"['risk management software service', 'risk management', 'riskcom reserves', 'riskcom riskcom', 'riskcom riskcom reserves', 'corporate risk management experience', 'incident management software module', 'other users', 'incident management software', 'service']",None,"['IT - Software, Finance and insurance', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
Environmental risk software in australia or newzealand,Friday Offcuts: Forestry news_ forestry jobs,https://www.fridayoffcuts.com/,Friday Offcuts – 2 October 2020. growing  info  milling  transportation  forest products. Click to Subscribe - It's FREE!,fridayoffcuts,"['6 Liverpool Street Dunedin 9016 New Zealand', 'https://www.fridayoffcuts.com/']","['jobapplications@fcnsw.com.au', 'https://www.fridayoffcuts.com/dsp_ads.cfm?type=Job']","['+64 27 4747 639', 'https://www.FridayOffcuts.com/dsp_ads.cfm?type=Buy%20and%20Sell']","['friday offcuts', 'friday offcuts forest growers', 'forestry harvesting friday offcuts', 'lockdown friday offcuts', 'covid-19 friday offcuts', 'friday offcuts pasin', 'friday offcuts export', 'friday offcuts drone', 'offcuts forest', 'friday']","[['John Stulen ', 'Director & Co_Founder'], 'from linkedin search google']","['IT - Software, Arts, entertainment and recreation', 'from_classification_model']",None,None,None,None,None,None,0.25,0.25,0.0,0.0,0.125
Governance risk software in australia or newzealand,NetSuite: Business Software_ Business Management Software,https://www.netsuite.com/portal/home.shtml,NetSuite is the leading integrated cloud business software suite  including business accounting  ERP  CRM and ecommerce software.,netsuite,"['L 13 100 Arthur St North Sydney, New South Wales, 2060 Australia ', 'https://app.avention.com/company/b6204875-467f-379c-8974-9ec6bc074541#report/company_summary']","['training@netsuite.com', 'https://www.netsuite.com/portal/services/training/suite-training/netsuite-certification.shtml']","['+6102) 9464 6100', ['NetSuite, phone', 'knowledge_panel']]","['warehouse inventory management systems', 'inventory management processes', 'inventory customers', 'modern inventory management systems', 'inventory management systems adoption', 'warehouse inventory software management', 'cloud inventory management solutions', 'an inventory management system', 'good inventory management', 'saas inventory management software']","[['Evan Goldberg', 'founder'], 'https://www.theaustralian.com.au/business/technology/life-is-netsuite-for-oracle/news-story/865e8ccbe1b09fa7a8cc57a61d8b1e69']","['Computer Programming', 'https://app.avention.com/company/b6204875-467f-379c-8974-9ec6bc074541#report/company_summary']",None,"['68k', 'https://app.avention.com/company/b6204875-467f-379c-8974-9ec6bc074541#report/company_summary']",None,None,"['160', 'https://app.avention.com/company/b6204875-467f-379c-8974-9ec6bc074541#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/b6204875-467f-379c-8974-9ec6bc074541#report/company_summary']",0.0,0.0,0.0,0.0,0.0
Hazard management companies in australia or newzealand,McKinsey & Company | Global management consulting,https://www.mckinsey.com/,McKinsey & Company is the trusted advisor and counselor to many of the world's most influential businesses and institutions.,mckinsey,"['35/88 Phillip St, Sydney NSW 2000', ['McKinsey & Company, address', 'knowledge_panel']]","['reprints@mckinsey.com', 'https://www.mckinsey.com/frequently-asked-questions/our-insights']","['+6102) 8273 1600', ['McKinsey & Company, phone', 'knowledge_panel']]","['mckinsey 已實施普遍接受的技術及操作安全標準，以保障個人資料免受遺失、濫用、修改或毀損。只有 mckinsey', 'mckinsey 電子新聞或提醒，或者您收到 mckinsey', 'mckinsey 和我們的第三方服務提供者在世界任何地方查閱和託管。根據法律的要求，我們已設置法律機制，以確保您的個人資料在由 mckinsey', 'mckinsey 及由 mckinsey', 'mckinsey ได้โดยผ่านเว็บพอร์ทับ mckinsey recruitment', 'mckinsey 的前僱員，您可能有資格加入我們的「校友會」，並可造訪「麥肯錫校友會」（mckinsey alumni）網站。該網站只有 mckinsey', 'mckinsey 不會故意在未經您同意的情況下或者在法律允許的情況下，揭露或傳輸（並將採取合理措施防止未經授權或意外揭露）您的個人資料予第三方，無論是出於第三方的行銷目的或其他目的，惟下列情況除外。mckinsey 可向 mckinsey', 'mckinsey 職位或報名參加 mckinsey 招聘計劃，在參加該計劃之後，將會就您可能感興趣的潛在職位空缺或其他類似就業機會向您發送通知', 'mckinsey และเป็นคุกกี้ที่ mckinsey ได้วางบนอุปกรณ์ของคุณเอง', 'mckinsey 會在其商業活動（包括與某些客戶服務相關的商業活動）過程中收集個人資料。當您透過 mckinsey 的招聘網站註冊或申請職位、建立使用者帳戶、註冊接收 mckinsey 電子新聞和提醒、透過我們的「校友會」（alumni）網站參與我們為離職員工舉辦的活動、註冊參加會議和活動，及／或參與公開用戶發佈區（如公告欄、討論論壇和調查），mckinsey 也會蒐集個人資料。所蒐集的個人資料可能包括您提供的資料，例如您的姓名、郵寄地址、電郵地址、電話號碼、傳真號碼及求職所需的背景資料。']","[['John John', 'CEO'], 'https://www.mckinsey.com/our-people/john-lydon']","['Consulting Services', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",None,"['329M', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",None,None,"['498', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']","['Private Parent, Headquarters', 'https://app.avention.com/company/6f23a685-83b8-36a0-87a7-4814776e1981#report/company_summary']",0.375,0.0,0.25,0.0,0.15625
Care management software in australia or newzealand,Ascender: Payroll Software & Services | Human Capital ...,https://www.ascenderhcm.com/,Ascender HCM Pty Ltd. Solutions ... People First · Why Ascender · About Ascender · Partners · Careers · Media · Events · Contact. © 2020 Ascender HCM Pty Ltd.,ascenderhcm,"[""'LEVEL 3 TOWER B' 197-201 COWARD STREET MASCOT, NEW SOUTH WALES, 2020 Australia"", 'https://www.dnb.com/business-directory/company-profiles.ascender_hcm_australia_pty_ltd.7baccaa8d9086ff1fe71a3f6b295fe2e.html']","['hello@ascenderhcm.com', 'https://www.ascenderhcm.com/media/ascender-takes-home-two-medals-at-the-hrd-service-provider-awards-2019/']","['+61 2 9934 5604', 'https://www.ascenderhcm.com/privacy-policy/']","['ascender employees', 'ascender payroll platforms', 'payroll hr', 'new payroll technologies', 'new payroll systems', 'payroll service data', 'payroll information', 'payroll people', 'employee information', 'payroll time']","[['Andrew Wilson', 'CEO'], 'https://au.linkedin.com/in/awilsonsydney']","[['EducationHuman ResourcesOutsourcing'], 'https://www.crunchbase.com/organization/ascender-hcm']","['2003', 'https://www.crunchbase.com/organization/ascender-hcm']","['$19.39 million USD', 'https://www.dnb.com/business-directory/company-profiles.ascender_hcm_australia_pty_ltd.7baccaa8d9086ff1fe71a3f6b295fe2e.html']",None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/ascender-hcm']",None,"['Private', 'https://www.crunchbase.com/organization/ascender-hcm']",0.375,0.25,0.375,0.0,0.25
Care management software in australia or newzealand,A New Path to Your Success Via Human Data Science - IQVIA,https://www.iqvia.com/,IMS Health and Quintiles are now IQVIA. We are committed to providing solutions that enable healthcare companies to innovate with confidence  maximize ...,iqvia,"['L 8 201 Pacific Hwy St Leonards, New South Wales, 2065 Australia', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['privacyofficer@iqvia.com', 'https://www.iqvia.com/ro-ro/about-us/privacy/ccpa/do-not-sell']","['+641-744-0010', 'https://www.iqvia.com/contact/toll-free-phone-list']","['iqvia data', 'iqvia information', 'iqvia provider data', 'contact information iqvia', 'other iqvia', 'only iqvia data scientists', 'iqvia policies', 'iqvia products', 'iqvia portugal', 'global iqvia']","[['Andrew Brockway ', 'IQVIA_LinkedIn'], 'None']","['Research and Development Services', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['22 April 2003', 'https://opencorporates.com/companies/au/104475363']","['102M', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']",None,"['Australia', 'https://opencorporates.com/companies/au/104475363']","['413', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']","['Private Subsidiary, Headquarters', 'https://app.avention.com/company/d5e672f1-c77f-3701-9305-40bda24c6736#report/company_summary']",0.0,0.25,0.375,0.0,0.15625
Asset management software in australia or newzealand,Reseller News - The voice of the New Zealand IT channel,https://www.reseller.co.nz/,The source for IT industry news  views and analysis across the channel  business and technology.,reseller,None,"['investors@vitagroup.com.au', 'https://www.crunchbase.com/organization/next-byte']","['+61 1 30036 1119', 'https://www.crunchbase.com/organization/next-byte']","['new zealand reseller news', 'business partner', 'new zealand distributors', 'ict awards reseller news', 'new partners', 'such personal data', 'channel partners', 'reseller news', 'personal data', 'idgc partners']","[['Annette Kimmitt', 'CEO'], 'https://www.minterellison.com/people/annette-kimmitt']","[['HardwareSoftware'], 'https://www.crunchbase.com/organization/next-byte']","['1995', 'https://www.crunchbase.com/organization/next-byte']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/next-byte']",None,"['Private', 'https://www.crunchbase.com/organization/next-byte']",0.0,0.0,0.0,0.0,0.0
Regulatory compliance software in australia or newzealand,Objective Corporation: Content_ collaboration and process ...,https://www.objective.com/,Empowering people and processes with information. Manage business processes efficiently  100% digitally. Eliminate paper and the delays it creates. Equip ...,objective,"['Level 16/175 Pitt St, Sydney NSW 2000', ['Objective Experience, address', 'knowledge_panel']]","['info@objective.co.uk', 'https://www.crunchbase.com/organization/objective-corporation']","['1300 737 760', 'https://www.objective.com/about/investors']","['objective objective corporation', 'objective connect objective corporation', 'objective connect objective corporation uk', 'objective ecm', 'services objective', 'objective keystone', 'government objective', 'objective connect workspace', 'objective connect webinar', 'use objective connect']","[['Tony Walls', 'CEO'], 'https://idm.net.au/article/009997-objective-ceo-driver-s-seat']","[['Business DevelopmentManagement Consulting'], 'https://www.crunchbase.com/organization/objective-corporation']","['1987', 'https://www.crunchbase.com/organization/objective-corporation']","['44M', 'https://app.avention.com/company/85f00e3e-73a8-315a-9f34-b620a1588b3f#report/company_summary']",None,"[' North Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/objective-corporation']","['170', 'https://app.avention.com/company/85f00e3e-73a8-315a-9f34-b620a1588b3f#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/objective-corporation']",0.0,0.25,0.375,0.0,0.15625
Workplace risk software in australia or newzealand,RiskinfoNZ,https://riskinfonz.co.nz/,Cigna NZ Appoints New GM Distribution. October 5  2020 ... RiskinfoNZ Weekly News SummaryPodcast News Wrap For 16 September 2020. 00:00 04:15.,riskinfonz,"['06 -14T09:30:00 Pacific/Auckland 2019-06-17T09:30:00 Pacific/ Auckland 2019', 'https://riskinfonz.co.nz/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events&xml=true']","['ai1ec-2741@riskinfonz.co.nz', 'https://riskinfonz.co.nz/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events']","['+64 (09) 985 5762', 'https://riskinfonz.co.nz/?plugin=all-in-one-event-calendar&controller=ai1ec_exporter_controller&action=export_events']","['financial adviser businesses', 'financial advisers', 'financial service advisers', 'independent financial advisers', 'licensed financial advisers', 'adviser businesses', 'adviser business management', 'financial advice service', 'single adviser businesses', 'new advisers']","[['Peter Sobels', 'CEO'], 'https://riskinfonz.co.nz/about/']","['Finance and insurance, Mining, oil and gas', 'from_classification_model']","['20 November 2017', 'https://opencorporates.com/companies/nz/6550575']",None,None,"['New Zealand', 'https://opencorporates.com/companies/nz/6550575']",None,"['NZ Limited Company', 'https://opencorporates.com/companies/nz/6550575']",0.25,0.25,0.375,0.0,0.21875
Hazard management companies in australia or newzealand,Ramboll,https://ramboll.com/,Ramboll is a leading engineering  architecture and consultancy company founded in Denmark in 1945. Ramboll employs 16500 people globally and has ...,ramboll,"['50 Glebe Rd, The Junction NSW 2291', ['Ramboll Australia Pty Ltd, address', 'knowledge_panel']]","['ramboll.129@pdf.basware.com', 'https://se.ramboll.com/kontakt/leverantorsinformation']",None,"['ramboll ramboll', 'building services design', 'new buildings', 'ramboll project managers', 'proposed building services design', 'future building projects', 'tall building design', 'ramboll engineering', 'several new buildings', 'services building services']","[['Brian Bell', 'CEO'], 'https://au.linkedin.com/in/brian-bell-22a18021']","['Construction, Manufacturing', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
Workplace risk software in australia or newzealand,Efficient Safety and Risk Management | Beakon Software,https://beakon.com.au/,info@beakon.com.au ... Hello and welcome to Beakon! ... a clear and customizable interface  and cloud based software  Beakon is one of the most sophisticated ...,beakon,"['Level  8 , 2-14 Kings Cross Road,\xa0Potts Point, Sydney NSW 2011', 'https://beakon.com.au/contact-advanced-software/']","['info@beakon.com.au', 'https://www.crunchbase.com/organization/beakon']","['+612 9113 5946', 'https://beakon.com.au/contact-advanced-software/']","['management system software safety management system software', 'safety management system software', 'systems good incident management software', 'management system software', 'risk management systems', 'management system contractor management system spreadsheets', 'good incident management software', 'many incident management software', 'leading incident management software', 'safety management systems']","[['Sam Davies', 'Managing_Director'], 'https://au.linkedin.com/in/samdavies']","[['Information TechnologySoftware'], 'https://www.crunchbase.com/organization/beakon']","['Jan 1, 2006', 'https://www.crunchbase.com/organization/beakon']","['2.3M', 'https://app.avention.com/company/1301e4b6-8b26-3d72-81bf-4378f2041173#report/company_summary']",None,"[' Potts Point, New South Wales, Australia', 'https://www.crunchbase.com/organization/beakon']","['10', 'https://app.avention.com/company/1301e4b6-8b26-3d72-81bf-4378f2041173#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/beakon']",1.0,0.25,0.75,0.0,0.5
Workplace risk software in australia or newzealand,HSBC Group corporate website | HSBC Holdings plc,https://www.hsbc.com/,HSBC  one of the largest banking and financial services institutions in the world  serves millions of customers through its four Global Businesses.,hsbc,"['1 , International Towers Sydney 100 Barangaroo Avenue Sydney NSW 2000 Australia', 'https://www.hsbc.com/insight/topics/commodities-adapt-to-climate-change']","['phishing@hsbc.com', 'https://www.hsbc.com/online-security']","['+61 2 9255 2205', 'https://www.hsbc.com/insight/topics/commodities-adapt-to-climate-change']","['hsbc http://www.hsbcnet.com/gbm/financial-regulation/investment-recommendations-disclosures hsbc bank plc hsbc centre', 'hsbc customers', 'limited hsbc', 'hsbc research', 'hsbc bank', 'hsbc securities', 'many hsbc business customers', 'other hsbc companies', 'financial crime hsbc', 'hsbc global banking']","[['Caitlin Thomas ', 'Global Relationship Manager_HSBC ...'], 'None']","['Life and Health Insurance', 'https://app.avention.com/company/106a7bbc-6a86-38ff-82e1-b33d3dbc96ba#report/company_summary']",None,"['5B', 'https://app.avention.com/company/106a7bbc-6a86-38ff-82e1-b33d3dbc96ba#report/company_summary']",None,None,"['1k', 'https://app.avention.com/company/106a7bbc-6a86-38ff-82e1-b33d3dbc96ba#report/company_summary']","['Private Subsidiary', 'https://app.avention.com/company/106a7bbc-6a86-38ff-82e1-b33d3dbc96ba#report/company_summary']",0.25,0.25,0.75,0.0,0.3125
NDIS claim payment software in australia or newzealand,ARN - The voice of the Australian IT channel,https://www.arnnet.com.au/,Microsoft has made its recently announced Azure VMware Solution (AVS) generally available  meaning the service will now be available to partners in Australia ...,arnnet,"['14 Darling Drive, Pyrmont, NSW 2000', 'https://www.arnnet.com.au/events/upcoming/']","['james_henderson@idg.com.au', 'https://www.crunchbase.com/organization/arn']","['+61 2 8873 4400', 'https://www.arnnet.com.au/event/4535/world-business-forum-sydney-2020']","['business partners', 'new business', 'business solutions', 'customer service', 'vmware professional services business vifx', 'personal data', 'channel businesses', 'cloud infrastructure services spending year', 'such personal data', 'many channel partners']","[['Jane Livesey', 'CEO'], 'https://www.arnnet.com.au/mediareleases/135146/cognizant-names-jane-livesey-as-ceo-for-australia/']","[['News'], 'https://www.crunchbase.com/organization/arn']","['Jan 1, 1995', 'https://www.crunchbase.com/organization/arn']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/arn']",None,"['Private', 'https://www.crunchbase.com/organization/arn']",0.25,0.25,0.0,0.0,0.125
NDIS claim payment software in australia or newzealand,TechnologyOne - Global SaaS ERP Solution,https://technologyonecorp.com/,The TechnologyOne global SaaS ERP solution delivers the TechnologyOne enterprise suite as a service through the cloud to our customers.,technologyonecorp,"['Level 6, 420 St Kilda Road Melboune VIC 3004', 'https://technologyonecorp.com/company/contact-us']","['registrars@linkmarketservices.com.au', 'https://technologyonecorp.com/company/investors']","['+61 (8) 8373 8501', 'https://technologyonecorp.com/company/contact-us']","['technologyone solutions', 'technologyone onecouncil solution customer', 'technologyone saas', 'technologyone oneasset solution', 'existing technologyone systems', 'technologyone customer', 'technologyone’s onecouncil solution', 'existing technologyone software', 'technologyone asset management software', 'technologyone’s asset lifecycle management solution']","['Adrian Di Marco', 'founder(s)', 'https://www.crunchbase.com/organization/technology-one']","[['CRMEnterprise SoftwareInformation TechnologyInfrastructureSoftware'], 'https://www.crunchbase.com/organization/technology-one']","['1987', 'https://www.crunchbase.com/organization/technology-one']",None,None,"[' Brisbane, Queensland, Australia', 'https://www.crunchbase.com/organization/technology-one']",None,"['Public', 'https://www.crunchbase.com/organization/technology-one']",0.25,0.25,0.0,0.0,0.125
Asset management software in australia or newzealand,Amazon Simple Storage Service endpoints and quotas - AWS ...,https://docs.aws.amazon.com/general/latest/gr/s3.html,s3-accesspoint.dualstack.ap-northeast-2.amazonaws.com**. ap-northeast-2  HTTP and HTTPS  Version 4 only. Asia Pacific (Singapore)  ap-southeast-1.,s3-ap-southeast-2.amazonaws,None,"['hello@coverhero.com.au', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,None,"['Hyacinthe HAMON', 'founder(s)', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']","[['BlockchainFinanceFinTechInsuranceInsurTechMillennialsMobile Apps'], 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']","['Jun 5, 2017', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,None,"[' Sydney, New South Wales, Australia', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",None,"['Private', 'https://www.crunchbase.com/organization/coverhero/timeline/timeline']",0.0,0.0,0.0,0.0,0.0
Incident response software in australia or newzealand,Ankara Bayan Escort,http://www.iapro.com/,Ankara'nın en kaliteli escort bayanlarını sitemizde dolaşarak bulabilirsiniz.,iapro,None,"['conference@iapro.com', 'https://www.iapro.com/events/3895/']",None,"['iapro iapro customers', 'iapro northern territory police massachusetts state police', 'toronto police service edmonton police service western australia police', 'phoenix police department adopts iapro', 'toronto police service edmonton police service', 'police department', 'new zealand calgary police service calgary police service', 'philadelphia police department', 'baltimore police department', 'phoenix police department']","[['Rosie Koh ', 'Business and Data Administrator ..._LinkedIn'], 'from linkedin search google']","['IT - Software, Healthcare', 'from_classification_model']",None,None,None,None,None,None,0.0,0.0,0.0,0.0,0.0
medical equipment management companies in australia or newzealand,Dun & Bradstreet - Accelerate Growth and Improve Business ...,https://www.dnb.com/,Dun & Bradstreet helps companies improve their business performance through data and insights delivered through our Data Cloud and Live Business Identity.,dnb,"[""'931 - 933' , 1 Queens Road Melbourne, Victoria, 3004 Australia"", 'https://app.avention.com/company/3657525c-3a29-3f5d-aa21-f1a03949d634#report/company_summary']","['whitej@dnb.com.au', 'https://www.crunchbase.com/organization/bitdata']","['+61398283321', 'https://www.crunchbase.com/organization/bitdata']",None,"[['Anthony Jabbour', 'CEO'], 'https://www.dnb.com/about-us/company/our-leadership/anthony-jabbour-bio.html']","[['ConsumerDatabaseEnterprise Software'], 'https://www.crunchbase.com/organization/bitdata']","['2015', 'https://www.crunchbase.com/organization/bitdata']","['15M', 'https://app.avention.com/company/3657525c-3a29-3f5d-aa21-f1a03949d634#report/company_summary']",None,"[' Melbourne, Victoria, Australia', 'https://www.crunchbase.com/organization/bitdata']","['149', 'https://app.avention.com/company/3657525c-3a29-3f5d-aa21-f1a03949d634#report/company_summary']","['Private', 'https://www.crunchbase.com/organization/bitdata']",0.0,0.0,0.0,0.0,0.0
Incident management software australia or newzealand,Bushfire CRC,https://www.bushfirecrc.com/,The Bushfire CRC was funded for 11 years in two separate programs (2003-2010  2010-2014) under the Australian Government Cooperative Research Centre ...,bushfirecrc,"['2006 : Fire Research Managers Workshop Auckland 2005', 'https://www.bushfirecrc.com/']","['david.bruce@bnhcrc.com.au', 'https://www.bushfirecrc.com/research/vicfires-taskforce/victorian-fires-mail-survey']",None,"['fire management', 'fire management programs', 'fire', 'fire management activities', 'fire management planning', 'fire agencies', 'fire managers', 'fire behaviour', 'fire weather', 'fire behaviour models']","[['Phil Lacy ', 'Chair of the Forest Health and ..._LinkedIn'], 'from linkedin search google']","['Education, Agriculture', 'from_classification_model']",None,None,None,None,None,None,0.25,0.0,0.0,0.0,0.0625
